"","chrom","start","end","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"3017","chr12",6999953,6999954,"6","5","4","6","6","2","6","6","3","6","6","6","4","5","6","6","5","6","6","6","6","4","3","5","5","5","6","6","6","6","5","6","3","5","6","5","5","6","6","3","6","6","6","6","4","4","4","4","4","5","2","6","6","6","6","2","6","3","3","6"
"3018","chr12",6999957,6999958,"3","6","4","6","5","6","3","6","1","6","4","3","5","5","6","2","6","5","4","6","5","4","5","4","6","5","6","3","6","6","6","6","5","6","4","5","5","3","6","3","5","5","6","0","6","6","6","6","1","1","6","3","5","5","6","6","3","5","5","6"
"3019","chr12",7054643,7054644,"3","5","6","6","5","4","5","6","6","6","6","6","4","3","5","6","5","4","2","6","6","5","6","2","2","5","6","6","6","6","5","1","6","4","5","6","6","5","6","6","6","5","5","5","6","5","6","6","6","6","4","5","5","6","6","6","3","6","4","3"
"3020","chr12",7054787,7054788,"4","5","5","5","3","3","4","0","3","5","1","4","3","6","3","4","5","0","3","0","3","1","4","1","2","4","3","0","1","1","5","3","4","4","5","4","2","5","0","0","1","2","5","3","3","3","4","2","5","3","3","2","4","0","5","6","5","1","1","5"
"3021","chr12",7062181,7062182,"6","6","4","6","6","6","6","5","6","5","6","6","6","6","6","6","6","6","6","5","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","5","6","5","6","5","6","6","6","6","5","6","6","6","5","3","6","6","6"
"3022","chr12",7077913,7077914,"5","6","6","5","6","6","5","5","6","6","6","5","6","6","6","5","6","6","1","6","6","5","6","6","6","4","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","4","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","4","6","6"
"3024","chr12",8123510,8123511,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"3025","chr12",8123513,8123514,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3026","chr12",8123539,8123540,"0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"3027","chr12",8123542,8123543,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3028","chr12",8123559,8123560,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3029","chr12",8123582,8123583,"0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3030","chr12",8123626,8123627,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2628","chr12",12030981,12030982,"6","1","6","6","4","5","3","1","2","2","6","0","6","5","3","6","3","5","2","0","1","6","6","4","1","4","1","6","5","0","4","6","3","6","6","3","6","6","3","6","3","1","2","5","1","6","3","5","3","5","6","6","4","6","6","5","6","5","0","0"
"2819","chr12",14413243,14413244,"0","2","6","3","2","0","0","5","0","2","0","6","5","1","4","2","6","0","6","4","6","0","4","0","0","0","1","1","6","3","1","2","2","1","2","0","5","2","0","3","3","4","0","6","0","6","6","0","2","5","1","5","0","0","0","6","0","4","5","1"
"2836","chr12",26288293,26288294,"6","6","4","6","6","5","6","6","0","5","6","2","6","4","6","4","5","0","6","6","1","6","1","6","0","6","5","6","6","6","5","5","3","5","5","6","6","5","6","1","6","5","6","6","6","6","6","4","5","6","6","6","6","6","5","5","6","6","2","6"
"2837","chr12",26399130,26399131,"6","6","6","5","5","6","6","6","6","6","6","6","5","6","6","6","6","5","6","6","3","6","6","6","5","6","6","6","6","6","6","5","6","6","6","6","6","4","6","6","6","5","6","6","5","6","6","5","6","6","2","6","6","4","6","6","6","6","5","6"
"2842","chr12",29319993,29319994,"3","0","2","3","5","5","6","0","1","0","2","6","4","2","4","2","5","5","0","0","3","2","3","1","1","4","1","5","6","0","6","4","4","5","6","4","1","2","2","6","1","2","2","3","0","3","6","3","0","5","0","0","3","1","2","3","1","2","6","3"
"2843","chr12",30975738,30975739,"6","3","5","3","6","6","6","6","6","6","6","6","6","6","6","6","6","5","5","6","6","1","6","6","3","6","5","6","6","5","6","2","6","6","6","6","5","6","5","6","6","6","5","6","6","6","6","6","6","6","5","6","2","5","6","6","5","6","2","4"
"2858","chr12",45270464,45270465,"6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","5","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5"
"2859","chr12",45270471,45270472,"6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","3","5","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","4","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6"
"2860","chr12",45270475,45270476,"6","6","5","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","1","6","6","6","5","6","6","6","6","5","6","6","6","6","6","6","6","4","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","4","6","6","6"
"2867","chr12",48195569,48195570,"6","6","6","5","6","6","5","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","4","6","6","6","6","6","6","6","6","6","6","6","5","4","6","6","6","6","6","6","5","5","6","6","6","6","6","6","6"
"2868","chr12",48196224,48196225,"6","6","6","5","6","6","6","3","6","1","3","6","5","6","5","6","6","6","6","6","6","6","3","6","6","6","6","6","6","6","5","6","6","5","4","2","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","5","6","6","6","6"
"2869","chr12",48199276,48199277,"6","6","5","6","5","5","6","5","6","6","6","6","4","6","4","6","6","5","6","6","5","6","6","6","6","6","6","2","6","6","6","6","6","6","6","5","3","5","6","3","6","5","6","6","6","6","6","5","5","6","6","6","6","6","6","4","6","6","5","6"
"2870","chr12",48201934,48201935,"6","6","6","5","6","6","6","6","6","6","4","5","5","6","6","6","6","5","6","6","6","6","5","6","5","6","6","6","6","6","6","5","6","6","6","6","6","6","4","5","6","5","6","5","6","6","5","4","6","6","6","4","6","6","5","6","6","5","5","6"
"2871","chr12",48228888,48228889,"6","6","6","6","6","6","6","5","4","5","6","6","6","5","6","5","6","6","6","6","6","6","5","6","6","6","5","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6"
"2872","chr12",48228989,48228990,"6","6","4","5","6","6","6","6","6","5","6","6","4","6","6","5","6","4","6","6","6","6","6","6","6","6","6","6","6","6","4","6","6","6","5","6","6","6","6","6","6","5","6","6","6","6","6","6","5","6","6","6","6","6","6","6","4","6","5","6"
"2873","chr12",48245218,48245219,"0","3","3","3","4","3","0","0","4","0","5","1","2","0","2","1","3","0","0","0","1","5","4","5","6","3","1","1","1","0","4","1","0","0","0","0","3","2","5","2","1","0","2","0","4","3","4","2","0","0","6","1","4","2","4","0","6","0","1","0"
"2874","chr12",48744081,48744082,"0","3","0","0","0","0","0","0","2","1","1","0","2","0","0","0","3","0","2","0","0","0","0","1","0","0","4","0","0","0","3","0","0","0","1","0","1","4","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0"
"2875","chr12",48744085,48744086,"0","0","0","1","0","0","0","2","0","0","3","0","0","0","0","0","0","4","0","0","1","2","0","0","0","0","0","0","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0"
"2876","chr12",48866339,48866340,"6","6","5","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","5","6","5","5","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6"
"2877","chr12",49181553,49181554,"6","6","6","6","6","6","6","6","6","5","6","6","6","5","6","5","6","6","6","5","6","5","5","5","6","6","5","6","6","6","6","6","6","6","6","4","6","6","5","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","4","5","6","4","6","6"
"2878","chr12",49183743,49183744,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2879","chr12",49183897,49183898,"0","0","4","3","6","2","1","5","5","3","1","3","3","2","4","0","2","0","0","0","0","0","1","0","0","5","6","1","1","1","1","2","0","0","0","2","0","0","2","2","1","3","1","0","1","0","0","0","0","3","0","5","1","0","5","1","0","1","5","2"
"2880","chr12",49189284,49189285,"6","6","5","6","6","5","6","6","4","6","5","6","5","6","6","6","6","6","6","5","4","6","2","6","6","6","6","6","3","4","6","6","6","6","5","6","6","5","6","6","6","6","6","6","3","6","6","6","6","6","6","6","6","6","5","5","6","6","5","6"
"2881","chr12",49626940,49626941,"2","6","6","6","6","2","6","4","6","6","6","6","6","6","5","6","6","6","4","6","6","5","6","6","6","6","6","6","6","5","4","6","6","6","6","6","6","2","6","6","6","6","6","3","6","6","6","6","6","6","6","6","6","6","6","6","5","6","5","6"
"2882","chr12",49627009,49627010,"6","6","6","6","4","3","3","3","5","6","6","6","2","6","2","3","6","6","6","3","4","6","6","6","6","1","6","5","5","6","6","4","3","1","3","2","5","6","6","4","3","1","4","5","6","1","0","3","5","6","3","6","6","6","2","6","5","6","6","3"
"2883","chr12",49627143,49627144,"6","6","6","6","6","6","6","6","4","6","6","6","6","6","6","4","4","6","6","5","5","6","6","5","5","5","6","5","5","6","5","6","5","6","3","6","6","6","5","6","6","5","6","6","6","6","6","5","6","6","6","4","6","6","6","6","6","6","6","6"
"2884","chr12",49627611,49627612,"6","6","5","6","6","6","6","6","5","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","5","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","5","6","5","6","6","6","6","6","5","6","6","6","6","6"
"2885","chr12",49627617,49627618,"6","6","6","6","5","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6"
"2886","chr12",49627623,49627624,"6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6"
"2887","chr12",49627695,49627696,"6","5","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","5","6","6","6","6","6","6","5","5","6","6","6","5","6","3","6","6","6","5","6","6","6","6","6","6"
"2888","chr12",49943605,49943606,"6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","5","6","6","6","6","6","6","6","6","2","6","5","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","5","5","6","6","6","5","6","6"
"2889","chr12",50268447,50268448,"5","2","4","0","3","6","6","6","6","5","6","5","3","1","0","6","6","5","0","4","2","6","6","6","3","5","5","4","3","6","6","6","6","2","3","5","3","0","3","5","6","4","3","4","5","6","3","6","4","3","6","5","5","6","6","5","2","3","5","6"
"2890","chr12",50268512,50268513,"6","4","5","0","0","1","0","0","5","6","6","0","2","5","0","6","4","0","4","6","0","1","5","0","6","5","3","5","1","4","3","3","6","3","0","6","3","1","3","0","0","6","1","3","0","2","6","1","0","4","0","1","6","3","0","0","0","5","0","0"
"2891","chr12",50315931,50315932,"4","5","6","6","6","5","6","6","6","5","6","6","6","6","4","6","6","6","6","6","6","6","4","6","6","6","6","6","6","5","6","3","6","6","6","0","6","6","6","6","6","5","6","3","6","6","6","4","6","6","6","6","6","6","6","0","6","6","6","6"
"2892","chr12",50475999,50476000,"6","6","5","6","6","6","5","6","6","6","6","6","6","6","6","6","6","5","6","5","6","6","6","6","6","6","6","6","5","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","5","5","6","6","6","6","6","6"
"2893","chr12",50503825,50503826,"6","6","6","6","6","6","3","6","6","5","6","6","6","6","6","6","1","6","6","6","6","6","6","6","6","1","6","6","6","6","6","6","6","6","6","3","6","6","1","2","6","6","6","4","6","5","5","6","6","6","6","6","6","6","6","6","6","4","6","6"
"2894","chr12",51441920,51441921,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0"
"2895","chr12",51441923,51441924,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2896","chr12",51441971,51441972,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2897","chr12",52165096,52165097,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","5","5","5","6","6","5","6","5","6","6","6","6","6","6","6","6","6","5","6","6","5","6","5","6","6","6","6","6","5","6","6"
"2898","chr12",52216136,52216137,"6","6","3","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","5","5","6","6","5","5","4","6","5","6","6"
"2899","chr12",52216175,52216176,"6","5","6","6","5","6","6","5","6","6","5","6","5","5","6","6","6","6","6","6","4","6","6","6","4","6","5","5","6","6","6","6","6","6","6","6","6","1","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","2","6","6","6","6","6","5"
"2900","chr12",52216211,52216212,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","5","6","6","6","6","6","4","6","6","6","6","6","6","6","6","6","6","4","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6"
"2901","chr12",52216248,52216249,"6","5","5","6","5","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","3","6","4","6","6","5","4","6","6","6","6","4","5","6","6","6","6","6","6","5","6","6","5","6"
"2902","chr12",52216286,52216287,"6","6","6","6","5","6","6","6","6","6","6","5","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","5","6","6","6","6","6","5","6","6","5","6","6","6","6","6","6","6","5","6","6","6","6","6","5","6","6","6","6","6","6","6","6","5"
"2903","chr12",52240329,52240330,"6","6","6","5","6","6","4","4","6","6","6","5","6","6","6","6","5","6","4","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","4","6","6","6","6","6","6","6","5","6","4","6","5","6","6","6","3","6","6","6","4","6","6","5","6","5"
"2904","chr12",52240332,52240333,"6","6","6","5","6","6","4","6","6","6","6","6","6","6","6","5","6","5","6","5","6","6","6","6","4","6","4","6","6","6","6","6","6","6","6","2","5","6","6","6","6","6","6","0","5","6","5","6","5","6","6","6","6","6","6","6","6","3","6","6"
"2905","chr12",52240367,52240368,"6","6","6","6","6","6","5","6","5","6","6","6","5","6","6","5","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6"
"2906","chr12",52427203,52427204,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","3","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","3"
"2907","chr12",52427284,52427285,"1","6","0","3","5","0","2","6","6","5","4","6","4","2","3","6","5","5","0","0","5","1","3","0","4","2","5","5","2","5","3","6","5","3","2","3","0","5","3","3","6","2","0","3","0","5","3","6","6","5","5","0","4","0","3","2","3","0","2","6"
"2908","chr12",52427310,52427311,"3","3","5","5","5","2","6","6","5","6","2","6","5","6","4","6","6","0","6","6","6","2","6","3","6","3","6","6","6","6","4","1","6","6","5","6","5","6","6","2","6","2","5","5","6","4","5","3","2","4","5","5","6","6","4","6","4","6","6","6"
"2909","chr12",52540777,52540778,"2","5","6","1","5","4","6","3","3","5","0","3","6","4","3","4","6","5","4","5","2","2","0","6","1","6","5","5","6","0","4","3","5","6","5","5","2","6","5","3","5","3","4","3","3","5","5","6","3","5","4","2","5","5","5","6","6","2","0","5"
"2910","chr12",52545189,52545190,"6","3","6","6","3","5","5","5","6","5","5","6","6","3","5","0","6","5","6","0","0","6","6","4","6","3","6","6","0","6","2","6","5","6","6","3","4","6","6","6","2","1","6","3","6","6","6","6","6","5","6","4","6","6","6","6","5","1","5","6"
"2911","chr12",52578091,52578092,"6","6","5","5","4","6","6","6","5","6","6","6","6","4","6","6","6","6","6","6","6","3","6","5","6","6","6","6","6","6","6","5","5","5","6","6","6","6","4","5","5","6","5","6","6","6","5","6","6","6","6","6","6","6","6","6","5","6","5","6"
"2912","chr12",53216023,53216024,"3","0","1","6","3","3","0","3","2","6","2","4","4","0","1","4","3","1","6","3","4","3","6","2","2","4","2","6","0","2","6","4","2","3","2","1","6","6","0","5","0","0","2","4","3","4","2","3","6","4","6","6","4","0","2","6","5","6","5","0"
"2913","chr12",53270183,53270184,"4","4","6","6","6","6","5","6","3","6","6","6","6","5","3","2","6","6","0","5","6","6","6","6","6","4","6","6","3","5","6","6","6","6","3","6","6","6","6","4","6","6","6","6","6","6","6","5","6","6","6","6","5","1","6","6","6","2","6","6"
"2914","chr12",53270364,53270365,"6","6","6","6","6","6","5","5","6","6","6","6","6","6","5","6","5","5","5","4","6","6","5","6","6","6","5","4","5","6","6","6","6","6","5","6","6","6","6","6","6","6","6","4","6","6","6","6","6","6","5","6","6","5","4","6","5","6","6","6"
"2915","chr12",53274025,53274026,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"2916","chr12",53615848,53615849,"0","0","0","3","0","0","0","0","1","5","0","3","0","0","0","0","1","0","0","0","0","1","2","0","0","0","0","2","0","0","3","0","0","2","0","2","1","3","0","2","1","0","2","0","0","2","0","0","1","0","0","0","2","0","2","0","0","0","3","0"
"2917","chr12",53615859,53615860,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","0","0","2","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0"
"2918","chr12",53625079,53625080,"6","6","6","6","6","6","6","5","5","5","6","6","6","6","6","6","6","6","4","6","6","6","6","6","6","6","6","6","6","5","5","6","6","6","6","5","6","6","6","6","6","5","6","6","6","6","6","6","5","6","6","6","6","5","6","6","6","6","4","6"
"2919","chr12",53626414,53626415,"0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0"
"2920","chr12",53626446,53626447,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2921","chr12",53718089,53718090,"2","3","3","5","3","4","4","0","3","4","3","0","0","0","4","5","2","4","4","2","2","0","4","0","1","0","3","3","2","3","1","5","2","5","5","1","5","2","1","1","3","4","3","3","1","3","3","0","4","0","3","2","4","3","5","3","4","3","0","1"
"2922","chr12",53718094,53718095,"0","2","1","5","4","1","3","4","1","4","1","3","3","2","0","3","2","0","0","1","2","4","3","4","2","4","2","3","4","2","3","0","0","4","2","2","2","2","0","4","3","4","3","4","2","0","3","0","3","2","2","0","4","2","5","1","4","0","2","4"
"2923","chr12",53718097,53718098,"5","1","3","4","2","3","0","3","4","2","2","3","2","3","0","2","3","2","0","3","2","3","3","4","4","0","3","4","0","0","0","3","3","3","3","1","0","1","1","0","2","3","3","3","0","0","0","0","2","3","6","2","4","4","1","2","0","2","1","0"
"2924","chr12",53718102,53718103,"0","5","4","0","3","3","2","3","2","2","1","3","2","2","4","1","3","3","1","0","0","0","3","0","1","3","2","3","0","4","2","2","3","2","4","0","3","1","4","1","2","2","0","1","5","0","3","1","3","3","0","4","0","2","0","2","2","1","2","2"
"2925","chr12",53718107,53718108,"2","2","3","2","1","2","3","3","1","2","0","0","2","2","3","0","3","4","3","2","4","2","3","4","1","1","0","0","3","2","0","3","2","1","2","2","2","3","3","2","3","3","2","3","5","0","1","1","5","1","2","1","1","3","4","1","0","1","4","2"
"2926","chr12",53718109,53718110,"2","0","2","3","0","0","4","2","2","4","4","4","3","3","2","4","2","2","3","1","0","4","1","1","0","4","4","3","3","3","0","3","0","1","4","1","3","1","4","4","0","2","1","4","2","2","1","3","3","0","1","3","3","0","0","3","3","0","2","2"
"2927","chr12",53718165,53718166,"3","4","0","0","1","3","2","5","0","3","0","0","0","1","3","3","3","0","0","1","1","0","0","1","2","3","2","0","0","3","1","2","2","0","1","3","0","2","0","2","4","0","3","2","2","0","4","3","0","2","2","0","3","3","4","0","1","2","3","3"
"2928","chr12",53719776,53719777,"0","0","0","0","0","0","0","0","1","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2929","chr12",53719868,53719869,"0","2","6","2","4","1","0","1","0","1","4","0","0","3","1","6","0","0","1","2","0","3","3","3","6","3","2","6","6","0","0","0","5","0","0","0","4","5","0","1","0","0","3","1","3","6","0","5","0","2","0","4","6","5","2","0","2","0","3","6"
"2930","chr12",53719886,53719887,"2","2","0","0","4","6","5","6","4","4","0","5","0","0","3","6","3","4","3","2","5","2","0","2","3","3","6","0","6","6","0","0","3","3","3","6","5","3","0","6","0","0","4","0","0","5","1","4","0","3","3","2","0","6","4","2","6","6","2","3"
"2931","chr12",53719902,53719903,"0","2","0","4","3","2","0","0","1","0","0","0","0","2","3","0","1","1","2","1","4","0","3","3","0","0","2","0","2","0","1","0","0","3","1","3","0","3","1","6","4","3","3","4","0","3","0","2","0","0","0","1","0","0","3","3","6","0","0","0"
"2932","chr12",53773616,53773617,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2933","chr12",53773656,53773657,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"2934","chr12",53773718,53773719,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2935","chr12",54068941,54068942,"6","3","0","0","0","0","4","0","6","3","0","3","1","0","4","3","6","0","0","2","0","3","1","1","0","2","1","0","6","0","0","0","0","3","3","2","0","0","0","1","5","1","1","5","1","2","0","4","1","4","0","0","2","3","3","0","3","5","0","4"
"2936","chr12",54070291,54070292,"6","6","6","4","6","6","6","6","4","6","6","6","5","6","4","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","4","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","5"
"2937","chr12",54070293,54070294,"6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","3","6","5","5","6","6","5","5","6","6","5","5","6","5","5","5","6","6","6","4","5","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","5","6","6","6","6","6","6"
"2938","chr12",54070296,54070297,"6","6","6","6","6","5","6","3","6","0","6","6","6","6","6","6","5","5","6","6","6","4","6","3","6","5","5","6","6","6","3","6","6","6","6","5","4","6","6","6","6","6","6","6","6","6","6","6","6","6","2","5","5","3","6","5","6","5","6","6"
"2939","chr12",54408090,54408091,"5","6","6","6","6","2","6","6","6","6","6","6","6","6","5","6","6","4","6","6","6","4","3","4","6","5","5","6","5","6","6","6","6","4","6","6","6","6","6","6","5","6","6","6","6","2","5","6","5","6","6","6","6","6","6","6","1","6","6","6"
"2940","chr12",54521834,54521835,"6","6","6","6","5","6","6","6","6","6","6","6","6","6","5","6","6","6","5","6","6","6","5","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","5","5","6","5","6","5","6","6","6","6","6","6","6","5","6","6","5","6","6"
"2941","chr12",54521875,54521876,"6","6","5","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","5","6","6","5","6","6","6","6","5","5","6","6","6","6","6","6","4","6","6","6","6","5","6","6","6","6","6","5","6","6","6","6","6","4"
"2942","chr12",54521954,54521955,"1","4","5","6","5","6","6","3","5","6","6","6","6","6","4","6","6","3","6","6","6","6","6","6","3","6","6","6","6","5","4","6","5","6","6","6","6","6","6","5","6","1","6","6","5","6","6","6","5","3","6","6","6","5","6","6","6","6","6","6"
"2943","chr12",54521969,54521970,"6","6","6","6","6","6","6","6","6","5","6","6","2","6","6","6","6","6","6","6","6","6","6","6","5","6","5","6","6","6","6","6","4","6","6","6","6","6","5","6","5","6","6","6","6","6","6","5","6","5","6","6","6","6","6","6","6","6","5","6"
"2944","chr12",54521976,54521977,"5","6","4","6","3","6","4","5","6","6","6","6","6","5","5","6","6","6","6","6","6","6","6","6","6","5","6","6","4","6","6","6","5","2","5","0","5","6","6","5","6","6","3","6","6","6","5","6","5","6","5","6","5","6","6","6","5","4","6","6"
