"","chrom","start","end"
"6011","chr12",6877328,6877507
"6012","chr12",6877507,6877687
"6013","chr12",6999745,7000045
"6014","chr12",7008644,7008944
"6015","chr12",7035109,7035409
"6016","chr12",7054489,7054789
"6017","chr12",7056295,7056595
"6018","chr12",7073842,7074142
"6019","chr12",8003433,8003733
"6020","chr12",8133856,8134156
"6021","chr12",8190853,8191153
"6022","chr12",8191194,8191494
"6023","chr12",8861927,8862227
"6024","chr12",10518304,10518604
"6025","chr12",10547851,10548151
"6026","chr12",11885051,11885351
"6027","chr12",11950268,11950568
"6028","chr12",11958544,11958844
"6029","chr12",11958948,11959248
"6030","chr12",11993393,11993693
"6031","chr12",12014360,12014660
"6032","chr12",12030764,12031064
"6033","chr12",12461976,12462276
"6034","chr12",12485125,12485425
"6035","chr12",12712733,12713033
"6036","chr12",12716515,12716815
"6037","chr12",12739783,12740083
"6038","chr12",12941526,12941826
"6039","chr12",12957586,12957886
"6040","chr12",12972914,12973214
"6041","chr12",12988666,12988966
"6042","chr12",12989979,12990247
"6043","chr12",13034407,13034707
"6044","chr12",13034759,13035059
"6045","chr12",13038100,13038400
"6046","chr12",13051451,13051751
"6047","chr12",13057327,13057627
"6048","chr12",13252124,13252424
"6049","chr12",13252776,13253076
"6050","chr12",13255660,13255960
"6051","chr12",13340737,13341037
"6052","chr12",13348123,13348395
"6053","chr12",13348395,13348668
"6054","chr12",13493149,13493449
"6055","chr12",13538965,13539265
"6056","chr12",13539913,13540213
"6057","chr12",13540632,13540932
"6058","chr12",13543213,13543513
"6059","chr12",13543869,13544051
"6060","chr12",13557417,13557717
"6061","chr12",13734254,13734554
"6062","chr12",13809573,13809873
"6063","chr12",14362226,14362526
"6064","chr12",14392211,14392511
"6065","chr12",14393088,14393388
"6066","chr12",14409855,14410155
"6067","chr12",14571140,14571440
"6068","chr12",14666326,14666626
"6069","chr12",14713679,14713979
"6070","chr12",14772064,14772364
"6071","chr12",14929923,14930223
"6072","chr12",15088126,15088426
"6073","chr12",15105638,15105938
"6074","chr12",15716763,15717063
"6075","chr12",15753226,15753526
"6076","chr12",15781367,15781569
"6077","chr12",15851823,15852123
"6078","chr12",15871649,15871949
"6079","chr12",19211582,19211882
"6080","chr12",19319232,19319532
"6081","chr12",20039520,20039820
"6082","chr12",20145218,20145518
"6083","chr12",20573535,20573835
"6084","chr12",21953859,21954159
"6085","chr12",26288075,26288312
"6086","chr12",26330266,26330566
"6087","chr12",26330669,26330969
"6088","chr12",26398903,26399203
"6089","chr12",26399662,26399962
"6090","chr12",26692307,26692607
"6091","chr12",26986750,26987050
"6092","chr12",27167959,27168259
"6093","chr12",27333335,27333635
"6094","chr12",27426133,27426433
"6095","chr12",27434521,27434750
"6096","chr12",27768858,27769158
"6097","chr12",27771988,27772288
"6098","chr12",27905327,27905627
"6099","chr12",27997462,27997762
"6100","chr12",29319933,29320233
"6101","chr12",29320791,29321091
"6102","chr12",29395211,29395511
"6103","chr12",31508833,31509133
"6104","chr12",32925944,32926244
"6105","chr12",33050984,33051284
"6106","chr12",33629555,33629855
"6107","chr12",33740741,33741041
"6108","chr12",40396662,40396962
"6109","chr12",42721069,42721359
"6110","chr12",44228912,44229212
"6111","chr12",45625362,45625662
"6112","chr12",45626451,45626751
"6113","chr12",45653002,45653302
"6114","chr12",45667328,45667628
"6115","chr12",45678299,45678599
"6116","chr12",46542821,46543121
"6117","chr12",46663558,46663858
"6118","chr12",46868158,46868458
"6119","chr12",47428418,47428718
"6120","chr12",47491416,47491716
"6121","chr12",47642964,47643264
"6122","chr12",47664667,47664967
"6123","chr12",47666012,47666312
"6124","chr12",47666639,47666939
"6125","chr12",47669844,47670144
"6126","chr12",48111192,48111492
"6127","chr12",48135373,48135673
"6128","chr12",48175934,48176234
"6129","chr12",48206335,48206633
"6130","chr12",48276762,48277043
"6131","chr12",48277730,48278030
"6132","chr12",48289544,48289844
"6133","chr12",48291090,48291390
"6134","chr12",48295594,48295894
"6135","chr12",48336545,48337077
"6136","chr12",48347451,48347751
"6137","chr12",48347801,48348101
"6138","chr12",48411150,48411450
"6139","chr12",48417294,48417594
"6140","chr12",48743907,48744207
"6141","chr12",49180895,49181195
"6142","chr12",49211387,49211687
"6143","chr12",49277490,49277790
"6144","chr12",49364787,49365087
"6145","chr12",49660750,49661050
"6146","chr12",50237312,50237612
"6147","chr12",50262114,50262321
"6148","chr12",50262321,50262529
"6149","chr12",50314485,50314785
"6150","chr12",50315754,50316054
"6151","chr12",50353181,50353481
"6152","chr12",50464024,50464324
"6153","chr12",50475908,50476208
"6154","chr12",50503311,50503611
"6155","chr12",50503680,50503980
"6156","chr12",50596145,50596445
"6157","chr12",50641665,50641965
"6158","chr12",50651851,50652151
"6159","chr12",51180007,51180307
"6160","chr12",51799489,51799789
"6161","chr12",52316630,52316930
"6162","chr12",52347620,52347920
"6163","chr12",52418037,52418337
"6164","chr12",52426132,52426432
"6165","chr12",52463085,52463385
"6166","chr12",52464823,52465123
"6167","chr12",52537135,52537435
"6168","chr12",52539218,52539510
"6169","chr12",52539510,52539802
"6170","chr12",52540132,52540432
"6171","chr12",52549841,52550141
"6172","chr12",52550861,52551161
"6173","chr12",52577943,52578243
"6174","chr12",52596760,52597060
"6175","chr12",52597322,52597622
"6176","chr12",52601750,52602050
"6177","chr12",52607898,52608198
"6178","chr12",52615829,52616129
"6179","chr12",52671570,52671870
"6180","chr12",52830565,52830865
"6181","chr12",52830914,52831214
"6182","chr12",52932518,52932818
"6183","chr12",53049540,53049840
"6184","chr12",53081493,53081793
"6185","chr12",53215867,53216167
"6186","chr12",53261009,53261309
"6187","chr12",53263974,53264274
"6188","chr12",53267162,53267462
"6189","chr12",53270810,53271110
"6190","chr12",53272533,53272833
"6191","chr12",53273571,53274097
"6192","chr12",53306816,53307116
"6193","chr12",53336498,53336654
"6194","chr12",53338088,53338388
"6195","chr12",53344623,53344923
"6196","chr12",53364103,53364407
"6197","chr12",53442489,53442807
"6198","chr12",53455267,53455567
"6199","chr12",53496678,53496978
"6200","chr12",53600874,53601174
"6201","chr12",53615683,53615983
"6202","chr12",53624870,53625170
"6203","chr12",54070176,54070476
"6204","chr12",54218991,54219291
"6205","chr12",54262336,54262636
"6206","chr12",54373583,54373883
"6207","chr12",56114036,56114336
"6208","chr12",56326867,56327167
"6209","chr12",56476236,56476536
"6210","chr12",56476841,56477141
"6211","chr12",56581842,56582142
"6212","chr12",56921251,56921551
"6213","chr12",56959502,56959802
"6214","chr12",57022299,57022599
"6215","chr12",57026571,57026871
"6216","chr12",57116115,57116415
"6217","chr12",57424979,57425279
"6218","chr12",57494608,57494908
"6219","chr12",57505685,57505985
"6220","chr12",57520854,57521154
"6221","chr12",57541101,57541401
"6222","chr12",57569154,57569326
"6223","chr12",57917219,57917519
"6224","chr12",57970278,57970578
"6225","chr12",58148225,58148525
"6226","chr12",58292047,58292347
"6227","chr12",58819508,58819808
"6228","chr12",59424047,59424347
"6229","chr12",63155391,63155691
"6230","chr12",63156913,63157213
"6231","chr12",63370888,63371188
"6232","chr12",64310426,64310726
"6233","chr12",64474049,64474349
"6234","chr12",64474922,64475222
"6235","chr12",64476984,64477284
"6236","chr12",64962280,64962580
"6237","chr12",65066348,65066648
"6238","chr12",65073570,65073870
"6239","chr12",65089414,65089567
"6240","chr12",65415684,65415984
"6241","chr12",65905227,65905527
"6242","chr12",65926374,65926571
"6243","chr12",65926571,65926769
"6244","chr12",65986651,65986951
"6245","chr12",66025766,66026048
"6246","chr12",66271185,66271485
"6247","chr12",66329988,66330288
"6248","chr12",66609359,66609659
"6249","chr12",67433876,67434176
"6250","chr12",67909519,67909864
"6251","chr12",67909864,67910209
"6252","chr12",67987974,67988274
"6253","chr12",68103876,68104176
"6254","chr12",68160204,68160504
"6255","chr12",68303280,68303580
"6256","chr12",68317719,68318019
"6257","chr12",68634747,68635047
"6258","chr12",69079745,69080045
"6259","chr12",69193711,69194011
"6260","chr12",69399113,69399413
"6261","chr12",69461705,69462005
"6262","chr12",69462656,69462956
"6263","chr12",70313566,70313866
"6264","chr12",70382043,70382313
"6265","chr12",70387728,70388028
"6266","chr12",70446853,70447153
"6267","chr12",71055275,71055575
"6268","chr12",71135388,71135688
"6269","chr12",71529527,71529827
"6270","chr12",71532276,71532576
"6271","chr12",71533065,71533365
"6272","chr12",71548994,71549294
"6273","chr12",71558346,71558646
"6274","chr12",71589198,71589498
"6275","chr12",75986747,75987047
"6276","chr12",76050951,76051251
"6277","chr12",76107417,76107717
"6278","chr12",76178503,76178803
"6279","chr12",76257346,76257646
"6280","chr12",76266586,76266886
"6281","chr12",76337574,76337725
"6282","chr12",76347503,76347794
"6283","chr12",76354400,76354700
"6284","chr12",82452073,82452373
"6285","chr12",83029063,83029363
"6286","chr12",88952900,88953200
"6287","chr12",89145001,89145301
"6288","chr12",89169657,89169808
"6289","chr12",89606256,89606556
"6290","chr12",89778594,89778894
"6291","chr12",89845798,89846098
"6292","chr12",90341522,90341813
"6293","chr12",90345026,90345326
"6294","chr12",90355649,90355949
"6295","chr12",90484908,90485208
"6296","chr12",90485546,90485846
"6297","chr12",92080381,92080681
"6298","chr12",92173003,92173303
"6299","chr12",92270867,92271167
"6300","chr12",92937755,92938055
"6301","chr12",93394037,93394337
"6302","chr12",93410448,93410748
"6303","chr12",93482211,93482511
"6304","chr12",93548531,93548831
"6305","chr12",93561499,93561799
"6306","chr12",93571364,93571664
"6307","chr12",93637294,93637568
"6308","chr12",93637568,93637842
"6309","chr12",94954458,94954729
"6310","chr12",94979921,94980221
"6311","chr12",95014949,95015249
"6312","chr12",95188818,95189118
"6313","chr12",95225134,95225434
"6314","chr12",95599682,95599982
"6315","chr12",96005629,96005929
"6316","chr12",96613378,96613719
"6317","chr12",97431493,97431793
"6318","chr12",98894372,98894672
"6319","chr12",99040447,99040747
"6320","chr12",102001436,102001736
"6321","chr12",102454958,102455258
"6322","chr12",102751969,102752269
"6323","chr12",102957188,102957488
"6324","chr12",102961434,102961734
"6325","chr12",104066713,104067013
"6326","chr12",104136178,104136478
"6327","chr12",104253668,104253968
"6328","chr12",104253993,104254293
"6329","chr12",104612788,104613088
"6330","chr12",104679720,104680020
"6331","chr12",105392632,105392932
"6332","chr12",105610289,105610589
"6333","chr12",105673787,105674087
"6334","chr12",105956936,105957236
"6335","chr12",106322023,106322323
"6336","chr12",106669109,106669409
"6337","chr12",106682238,106682538
"6338","chr12",107152140,107152440
"6339","chr12",107742567,107742727
"6340","chr12",108696421,108696721
"6341","chr12",108697643,108697943
"6342","chr12",108706751,108707051
"6343","chr12",108707596,108707896
"6344","chr12",109085876,109086176
"6345","chr12",109126474,109126774
"6346","chr12",109530613,109530913
"6347","chr12",109686880,109687180
"6348","chr12",109899749,109900049
"6349","chr12",109905876,109906176
"6350","chr12",110133547,110133720
"6351","chr12",110144848,110145148
"6352","chr12",110378686,110378986
"6353","chr12",110477171,110477471
"6354","chr12",110671418,110671718
"6355","chr12",110687198,110687406
"6356","chr12",110687406,110687614
"6357","chr12",110707145,110707445
"6358","chr12",111883727,111884027
"6359","chr12",112212685,112212985
"6360","chr12",112218022,112218322
"6361","chr12",112587118,112587418
"6362","chr12",112628449,112628749
"6363","chr12",113370590,113370890
"6364","chr12",113661868,113662168
"6365","chr12",113679037,113679337
"6366","chr12",113680250,113680550
"6367","chr12",113684552,113684867
"6368","chr12",114204420,114204720
"6369","chr12",114579729,114580029
"6370","chr12",115352417,115352717
"6371","chr12",115792488,115792788
"6372","chr12",115813439,115813739
"6373","chr12",115901897,115902197
"6374","chr12",116232348,116232634
"6375","chr12",116232634,116232921
"6376","chr12",116247947,116248247
"6377","chr12",116309512,116309812
"6378","chr12",116491708,116492008
"6379","chr12",116843249,116843549
"6380","chr12",116940136,116940436
"6381","chr12",116965002,116965302
"6382","chr12",116966529,116966829
"6383","chr12",116966995,116967295
"6384","chr12",116970621,116970921
"6385","chr12",117058057,117058357
"6386","chr12",117100622,117100922
"6387","chr12",117135236,117135536
"6388","chr12",117357367,117357667
"6389","chr12",118405915,118406215
"6390","chr12",118490622,118490922
"6391","chr12",118490969,118491269
"6392","chr12",118536795,118537095
"6393","chr12",120378459,120378759
"6394","chr12",120663074,120663374
"6395","chr12",120666436,120666736
"6396","chr12",120667671,120667971
"6397","chr12",120686365,120686665
"6398","chr12",120700227,120700527
"6399","chr12",120702391,120702691
"6400","chr12",120703721,120704021
"6401","chr12",120728600,120728900
"6402","chr12",121287238,121287538
"6403","chr12",121366698,121366860
"6404","chr12",121394377,121394677
"6405","chr12",121396116,121396416
"6406","chr12",121398425,121398725
"6407","chr12",121398833,121399133
"6408","chr12",121415691,121415917
"6409","chr12",122224140,122224440
"6410","chr12",122229880,122230180
"6411","chr12",122232494,122232794
"6412","chr12",122233686,122233986
"6413","chr12",122236250,122236550
"6414","chr12",122239975,122240275
"6415","chr12",122590790,122590955
"6416","chr12",122591455,122591755
"6417","chr12",122592748,122593048
"6418","chr12",122593076,122593376
"6419","chr12",122594059,122594359
"6420","chr12",122598744,122598971
"6421","chr12",122598971,122599198
"6422","chr12",122601750,122602050
"6423","chr12",122709145,122709445
"6424","chr12",123357773,123358073
"6425","chr12",123371704,123372004
"6426","chr12",123373608,123373908
"6427","chr12",123375586,123375886
"6428","chr12",123380798,123381098
"6429","chr12",123387809,123388109
"6430","chr12",123404969,123405269
"6431","chr12",123429207,123429507
"6432","chr12",123431410,123431710
"6433","chr12",123436403,123436703
"6434","chr12",123446621,123446921
"6435","chr12",123503886,123504186
"6436","chr12",123547459,123547759
"6437","chr12",123625737,123626005
"6438","chr12",123626853,123627153
"6439","chr12",124673311,124673611
"6440","chr12",124837950,124838250
"6441","chr12",124938790,124939090
"6442","chr12",124966000,124966300
"6443","chr12",124967079,124967379
"6444","chr12",124991626,124991926
"6445","chr12",124998099,124998399
"6446","chr12",125001426,125001726
"6447","chr12",125004378,125004550
"6448","chr12",125052988,125053288
"6449","chr12",125092594,125092894
"6450","chr12",125094199,125094499
"6451","chr12",125110897,125111197
"6452","chr12",125117046,125117346
"6453","chr12",125231582,125231882
"6454","chr12",125322581,125322738
"6455","chr12",125348740,125349040
"6456","chr12",125412598,125412898
"6457","chr12",125413850,125414150
"6458","chr12",125422704,125423004
"6459","chr12",125480242,125480542
"6460","chr12",125576958,125577258
"6461","chr12",125595702,125596002
"6462","chr12",125609786,125610075
"6463","chr12",125624827,125625127
"6464","chr12",128510565,128510865
"6465","chr12",130144755,130145055
"6466","chr12",130530638,130530938
"6467","chr12",130582131,130582431
"6468","chr12",130618320,130618620
"6469","chr12",130677481,130677781
"6470","chr12",130824965,130825251
"6471","chr12",131040359,131040659
"6472","chr12",131708512,131708812
"6473","chr12",132346360,132346660
"6474","chr12",132380133,132380433
"6475","chr12",132386299,132386599
"6476","chr12",132862258,132862558
"6477","chr12",132863025,132863221
"6478","chr12",133006568,133006868
"6479","chr12",133047704,133048004
"6480","chr12",133070860,133071235
"14435","chr12",70937306,70937503
"14465","chr12",121397163,121397476
"14466","chr12",121571044,121571344
"14482","chr12",57915274,57915512
"14632","chr12",1714905,1715110
"14633","chr12",5607222,5607413
"14634","chr12",5607629,5607929
"14635","chr12",5613071,5613257
"14636","chr12",6337035,6337246
"14637","chr12",6388904,6389063
"14638","chr12",11882816,11882985
"14639","chr12",14094272,14094489
"14640","chr12",45627937,45628174
"14641","chr12",50288878,50289088
"14642","chr12",53271490,53271728
"14643","chr12",53886395,53886771
"14644","chr12",54370404,54370607
"14645","chr12",58282305,58282480
"14646","chr12",92464173,92464325
"14647","chr12",102821243,102821516
"14648","chr12",107038573,107038933
"14649","chr12",108697127,108697427
"14650","chr12",120701156,120701535
"14651","chr12",124854367,124854604
"14652","chr12",124866665,124866973
"14653","chr12",124866973,124867281
"14654","chr12",124990633,124990972
"14655","chr12",125605399,125605621
"14656","chr12",130904576,130904785
"14657","chr12",132381286,132381709
"14658","chr12",132860029,132860390
"14659","chr12",133071235,133071610
"14660","chr12",133100777,133101373
"15203","chr12",12680866,12681046
"15204","chr12",14413634,14413839
"15205","chr12",52610242,52610427
"15206","chr12",56553972,56554233
"15207","chr12",115173895,115174164
"15257","chr12",53442171,53442489
"15258","chr12",53627044,53627402
"15356","chr12",6324458,6324758
"15357","chr12",6721938,6722113
"15358","chr12",11870379,11870654
"15359","chr12",12031379,12031592
"15360","chr12",13052804,13053004
"15361","chr12",51612868,51613135
"15362","chr12",52444051,52444230
"15363","chr12",52673364,52673664
"15364","chr12",53299881,53300165
"15365","chr12",54052572,54052798
"15366","chr12",56120961,56121145
"15367","chr12",116872368,116872668
"15368","chr12",120673170,120673398
"15369","chr12",122591878,122592142
"15370","chr12",123616524,123616746
"15371","chr12",130823864,130824271
"15734","chr12",3646254,3646554
"15735","chr12",51422883,51423183
"15736","chr12",56486422,56486722
"15737","chr12",66231173,66231473
"15738","chr12",68124046,68124346
"15739","chr12",91577631,91577931
"15740","chr12",95461992,95462292
"15741","chr12",104372483,104372783
"15742","chr12",109277648,109277948
"15743","chr12",109897615,109897915
"15744","chr12",120594128,120594428
"15745","chr12",123948962,123949262
"21719","chr12",214979,215279
"21720","chr12",312441,312592
"21721","chr12",333978,334278
"21722","chr12",562932,563168
"21723","chr12",678702,678975
"21724","chr12",681173,681473
"21725","chr12",716654,716954
"21726","chr12",719340,719640
"21727","chr12",1055945,1056245
"21728","chr12",1104301,1104601
"21729","chr12",1157567,1157867
"21730","chr12",1427888,1428188
"21731","chr12",1635831,1636131
"21732","chr12",1638883,1639183
"21733","chr12",1697255,1697555
"21734","chr12",1753289,1753589
"21735","chr12",1754599,1754899
"21736","chr12",1758913,1759213
"21737","chr12",1759570,1759870
"21738","chr12",1938005,1938305
"21739","chr12",2032309,2032609
"21740","chr12",2057207,2057507
"21741","chr12",2166680,2166980
"21742","chr12",2173200,2173500
"21743","chr12",2184723,2185023
"21744","chr12",2263407,2263707
"21745","chr12",2279817,2280117
"21746","chr12",2304322,2304622
"21747","chr12",2307174,2307474
"21748","chr12",2335121,2335421
"21749","chr12",2340680,2340980
"21750","chr12",2353328,2353628
"21751","chr12",2354467,2354767
"21752","chr12",2360512,2360812
"21753","chr12",2374276,2374576
"21754","chr12",2383080,2383380
"21755","chr12",2403983,2404283
"21756","chr12",2416188,2416488
"21757","chr12",2443018,2443318
"21758","chr12",2445410,2445710
"21759","chr12",2452804,2453104
"21760","chr12",2482943,2483243
"21761","chr12",2493416,2493716
"21762","chr12",2511327,2511627
"21763","chr12",2521263,2521563
"21764","chr12",2552582,2552882
"21765","chr12",2560873,2561173
"21766","chr12",2596069,2596369
"21767","chr12",2660353,2660653
"21768","chr12",2695897,2696197
"21769","chr12",2893187,2893487
"21770","chr12",3053350,3053650
"21771","chr12",3143277,3143577
"21772","chr12",3164704,3165004
"21773","chr12",3190329,3190629
"21774","chr12",3226294,3226594
"21775","chr12",3242121,3242421
"21776","chr12",3258927,3259227
"21777","chr12",3260023,3260323
"21778","chr12",3308198,3308498
"21779","chr12",3310041,3310418
"21780","chr12",3345670,3345970
"21781","chr12",3361574,3361874
"21782","chr12",3370959,3371259
"21783","chr12",3384636,3384936
"21784","chr12",3403281,3403581
"21785","chr12",3450681,3450981
"21786","chr12",3451157,3451457
"21787","chr12",3540916,3541216
"21788","chr12",3721048,3721348
"21789","chr12",3841388,3841688
"21790","chr12",4136571,4136871
"21791","chr12",4303016,4303316
"21792","chr12",4378599,4378899
"21793","chr12",4379874,4380174
"21794","chr12",4385970,4386293
"21795","chr12",4386293,4386617
"21796","chr12",4397796,4398096
"21797","chr12",4398357,4398562
"21798","chr12",4398562,4398767
"21799","chr12",4399847,4400147
"21800","chr12",4403201,4403501
"21801","chr12",4549352,4549652
"21802","chr12",4550776,4551076
"21803","chr12",4557126,4557426
"21804","chr12",4762055,4762355
"21805","chr12",5156317,5156617
"21806","chr12",5180298,5180598
"21807","chr12",5211710,5212010
"21808","chr12",5276331,5276631
"21809","chr12",5281935,5282235
"21810","chr12",5309796,5310096
"21811","chr12",5537731,5538031
"21812","chr12",5538264,5538564
"21813","chr12",5544856,5545156
"21814","chr12",5566233,5566533
"21815","chr12",5575969,5576269
"21816","chr12",5598085,5598385
"21817","chr12",5605297,5605597
"21818","chr12",5615376,5615676
"21819","chr12",5621177,5621410
"21820","chr12",5656753,5657053
"21821","chr12",5675354,5675654
"21822","chr12",5689980,5690280
"21823","chr12",5696658,5696958
"21824","chr12",5757863,5758163
"21825","chr12",6178455,6178755
"21826","chr12",6184025,6184264
"21827","chr12",6193537,6193837
"21828","chr12",6276894,6277194
"21829","chr12",6289696,6289996
"21830","chr12",6304560,6304714
"21831","chr12",6314452,6314752
"21832","chr12",6339049,6339349
"21833","chr12",6387457,6387882
"21834","chr12",6404226,6404526
"21835","chr12",6433654,6433954
"21836","chr12",6464635,6464935
"21837","chr12",6719963,6720263
"21838","chr12",6733030,6733330
"21839","chr12",6806931,6807231
"21840","chr12",6812991,6813291
"21841","chr12",6886552,6886852
"21842","chr12",7000590,7000950
"21843","chr12",7020664,7020964
"21844","chr12",7174772,7175072
"21845","chr12",8012775,8013075
"21846","chr12",8123502,8123776
"21847","chr12",8191495,8191795
"21848","chr12",8854974,8855274
"21849","chr12",8861074,8861374
"21850","chr12",10095751,10096009
"21851","chr12",10870024,10870324
"21852","chr12",10872067,10872367
"21853","chr12",11661924,11662224
"21854","chr12",11805003,11805303
"21855","chr12",11805914,11806214
"21856","chr12",11811911,11812211
"21857","chr12",11815954,11816254
"21858","chr12",11821757,11822057
"21859","chr12",11827680,11827980
"21860","chr12",11840974,11841274
"21861","chr12",11859609,11859909
"21862","chr12",11871585,11871885
"21863","chr12",11883770,11884070
"21864","chr12",11899130,11899430
"21865","chr12",11909442,11909742
"21866","chr12",11947817,11948117
"21867","chr12",11949415,11949715
"21868","chr12",11975364,11975664
"21869","chr12",11981771,11982071
"21870","chr12",12245559,12245859
"21871","chr12",12473380,12473680
"21872","chr12",12593244,12593544
"21873","chr12",12659026,12659326
"21874","chr12",12686806,12687106
"21875","chr12",12867602,12867902
"21876","chr12",12872535,12872835
"21877","chr12",12901596,12901896
"21878","chr12",13144948,13145248
"21879","chr12",13202753,13203053
"21880","chr12",13239854,13240154
"21881","chr12",13253591,13253891
"21882","chr12",13278120,13278420
"21883","chr12",13307112,13307412
"21884","chr12",13318474,13318774
"21885","chr12",13325573,13325873
"21886","chr12",13356770,13357070
"21887","chr12",13712527,13712827
"21888","chr12",14004799,14005099
"21889","chr12",14361137,14361437
"21890","chr12",14544349,14544649
"21891","chr12",14547078,14547378
"21892","chr12",14552956,14553256
"21893","chr12",14864598,14864898
"21894","chr12",15081901,15082201
"21895","chr12",15154786,15155086
"21896","chr12",15923853,15924153
"21897","chr12",15931063,15931363
"21898","chr12",15954873,15955173
"21899","chr12",15990032,15990332
"21900","chr12",16039673,16039973
"21901","chr12",16134880,16135180
"21902","chr12",16512951,16513158
"21903","chr12",16538881,16539181
"21904","chr12",16726638,16726802
"21905","chr12",18584161,18584461
"21906","chr12",19167440,19167740
"21907","chr12",19284777,19285077
"21908","chr12",19660242,19660542
"21909","chr12",19668465,19668765
"21910","chr12",19692293,19692593
"21911","chr12",19699353,19699653
"21912","chr12",19864038,19864338
"21913","chr12",20000354,20000654
"21914","chr12",20003033,20003333
"21915","chr12",20009295,20009595
"21916","chr12",20141571,20141871
"21917","chr12",20152435,20152735
"21918","chr12",20263048,20263348
"21919","chr12",20336466,20336766
"21920","chr12",20365569,20365869
"21921","chr12",20556162,20556462
"21922","chr12",20589521,20589821
"21923","chr12",20602433,20602733
"21924","chr12",20629776,20630076
"21925","chr12",20700846,20701146
"21926","chr12",20755537,20755837
"21927","chr12",22124286,22124586
"21928","chr12",22408898,22409198
"21929","chr12",22415707,22416007
"21930","chr12",22435324,22435624
"21931","chr12",22441409,22441709
"21932","chr12",22781020,22781320
"21933","chr12",22882670,22882970
"21934","chr12",23146809,23147109
"21935","chr12",24096977,24097277
"21936","chr12",24228824,24229124
"21937","chr12",24533017,24533317
"21938","chr12",24577753,24578053
"21939","chr12",24636474,24636774
"21940","chr12",24642690,24642990
"21941","chr12",24681030,24681330
"21942","chr12",24687650,24687950
"21943","chr12",24689779,24690079
"21944","chr12",24712782,24713082
"21945","chr12",24770372,24770672
"21946","chr12",24913653,24913953
"21947","chr12",24974569,24974869
"21948","chr12",24992105,24992405
"21949","chr12",25047988,25048288
"21950","chr12",25093938,25094238
"21951","chr12",25304417,25304717
"21952","chr12",25354177,25354477
"21953","chr12",25388960,25389260
"21954","chr12",25535646,25535946
"21955","chr12",25537793,25538161
"21956","chr12",25539749,25540038
"21957","chr12",25541213,25541463
"21958","chr12",25541463,25541714
"21959","chr12",25622464,25622764
"21960","chr12",26133265,26133565
"21961","chr12",26145233,26145533
"21962","chr12",26146664,26146964
"21963","chr12",26149894,26150194
"21964","chr12",26340712,26341012
"21965","chr12",26351689,26351989
"21966","chr12",26392416,26392716
"21967","chr12",26493840,26494140
"21968","chr12",26831943,26832243
"21969","chr12",26844428,26844728
"21970","chr12",26865105,26865405
"21971","chr12",26880887,26881187
"21972","chr12",26902060,26902360
"21973","chr12",26963338,26963638
"21974","chr12",27156587,27156887
"21975","chr12",27345268,27345568
"21976","chr12",27412236,27412536
"21977","chr12",27508983,27509283
"21978","chr12",27658018,27658318
"21979","chr12",27674133,27674433
"21980","chr12",27706192,27706492
"21981","chr12",27707043,27707343
"21982","chr12",27973657,27973957
"21983","chr12",28119903,28120203
"21984","chr12",28127202,28127502
"21985","chr12",28127632,28127932
"21986","chr12",28180299,28180599
"21987","chr12",28283661,28283961
"21988","chr12",28912194,28912494
"21989","chr12",29089889,29090189
"21990","chr12",29194882,29195182
"21991","chr12",29304972,29305272
"21992","chr12",29698496,29698796
"21993","chr12",29712553,29712853
"21994","chr12",29715067,29715367
"21995","chr12",29735656,29735956
"21996","chr12",29861677,29861977
"21997","chr12",29879038,29879338
"21998","chr12",29891155,29891455
"21999","chr12",29908971,29909271
"22000","chr12",29916043,29916343
"22001","chr12",30591233,30591533
"22002","chr12",30950601,30950901
"22003","chr12",30976198,30976498
"22004","chr12",31062658,31062958
"22005","chr12",31432342,31432642
"22006","chr12",31453750,31454050
"22007","chr12",31493225,31493525
"22008","chr12",31506804,31507104
"22009","chr12",31584040,31584340
"22010","chr12",31738660,31738960
"22011","chr12",31782657,31782957
"22012","chr12",32108744,32109044
"22013","chr12",32287085,32287385
"22014","chr12",32309519,32309819
"22015","chr12",32701581,32701881
"22016","chr12",32711547,32711847
"22017","chr12",34362378,34362678
"22018","chr12",39537955,39538255
"22019","chr12",39539482,39539707
"22020","chr12",40410814,40411114
"22021","chr12",40622537,40622837
"22022","chr12",40867936,40868236
"22023","chr12",41370169,41370469
"22024","chr12",41585222,41585522
"22025","chr12",41721159,41721459
"22026","chr12",42326556,42326856
"22027","chr12",42361901,42362201
"22028","chr12",42417897,42418197
"22029","chr12",42835845,42836145
"22030","chr12",42865835,42866135
"22031","chr12",42977775,42978075
"22032","chr12",42979417,42979717
"22033","chr12",42987655,42987955
"22034","chr12",43137826,43138126
"22035","chr12",43173194,43173494
"22036","chr12",43196603,43196903
"22037","chr12",43253106,43253406
"22038","chr12",43666130,43666430
"22039","chr12",43710444,43710744
"22040","chr12",44156235,44156535
"22041","chr12",44255364,44255664
"22042","chr12",45626787,45627087
"22043","chr12",45653574,45653874
"22044","chr12",45662646,45662946
"22045","chr12",45736724,45737024
"22046","chr12",45801618,45801918
"22047","chr12",45969931,45970231
"22048","chr12",46126051,46126351
"22049","chr12",46168849,46169149
"22050","chr12",46465902,46466202
"22051","chr12",46608912,46609212
"22052","chr12",46762557,46762857
"22053","chr12",46778650,46778950
"22054","chr12",46781336,46781636
"22055","chr12",46782686,46782986
