"","chrom","start","end","meth","cov","avg"
"8244","chr10",134445915,134446215,1,1,1
"8245","chr10",134454128,134454428,6,6,1
"8246","chr10",134456150,134456317,0,0,NA
"8247","chr10",134468679,134468979,5,5,1
"8248","chr10",134473423,134473723,1,1,1
"8249","chr10",134477181,134477481,4,5,0.8
"8250","chr10",134491442,134491742,10,10,1
"8251","chr10",134498651,134498880,8,8,1
"8252","chr10",134498880,134499109,12,13,0.923076923076923
"8253","chr10",134513648,134513948,16,16,1
"8254","chr10",134514422,134514722,2,2,1
"8255","chr10",134515397,134515697,4,4,1
"8256","chr10",134521388,134521688,16,16,1
"8257","chr10",134535480,134535780,1,1,1
"8258","chr10",134538933,134539233,23,25,0.92
"8259","chr10",134549514,134549814,9,10,0.9
"8260","chr10",134553484,134553784,2,2,1
"8261","chr10",134554970,134555199,11,16,0.6875
"8262","chr10",134559402,134559799,1,1,1
"8263","chr10",134559799,134560196,11,11,1
"8264","chr10",134560209,134560509,0,0,NA
"8265","chr10",134566165,134566534,13,13,1
"8266","chr10",134567381,134567681,4,5,0.8
"8267","chr10",134572237,134572537,2,2,1
"8268","chr10",134572876,134573176,4,5,0.8
"8269","chr10",134596838,134597138,4,4,1
"8270","chr10",134603552,134603852,12,12,1
"8271","chr10",134604838,134605138,7,7,1
"8272","chr10",134679232,134679532,13,14,0.928571428571429
"8273","chr10",134716626,134716926,11,12,0.916666666666667
"8274","chr10",134736097,134736397,33,35,0.942857142857143
"8275","chr10",134751649,134751949,2,2,1
"8276","chr10",134769062,134769362,3,3,1
"8277","chr10",134775393,134775693,16,16,1
"8278","chr10",134796798,134797098,16,16,1
"8279","chr10",134798840,134799140,5,8,0.625
"8280","chr10",134817040,134817340,9,10,0.9
"8281","chr10",134819888,134820188,6,6,1
"8282","chr10",134821059,134821359,12,13,0.923076923076923
"8283","chr10",134821866,134822150,13,18,0.722222222222222
"8284","chr10",134823624,134824051,1,1,1
"8285","chr10",134826730,134826909,1,1,1
"8286","chr10",134827085,134827493,15,17,0.882352941176471
"8287","chr10",134827493,134827901,5,5,1
"8288","chr10",134843033,134843333,12,13,0.923076923076923
"8289","chr10",134856385,134856685,14,16,0.875
"8290","chr10",134860932,134861232,7,11,0.636363636363636
"8291","chr10",134861487,134861716,8,8,1
"8292","chr10",134882019,134882319,4,6,0.666666666666667
"8293","chr10",134894880,134895180,21,27,0.777777777777778
"8294","chr10",134910120,134910420,18,31,0.580645161290323
"8295","chr10",134914462,134914760,11,21,0.523809523809524
"8296","chr10",134914760,134915059,16,28,0.571428571428571
"8297","chr10",134923220,134923520,6,9,0.666666666666667
"8298","chr10",134923999,134924258,3,6,0.5
"8299","chr10",134924258,134924517,3,3,1
"8300","chr10",134940803,134941103,6,14,0.428571428571429
"8301","chr10",134948149,134948449,1,1,1
"8302","chr10",135020902,135021075,12,12,1
"8303","chr10",135040099,135040399,10,11,0.909090909090909
"8304","chr10",135059138,135059438,12,13,0.923076923076923
"8305","chr10",135071365,135071665,0,12,0
"8306","chr10",135072224,135072524,15,15,1
"8307","chr10",135072803,135073103,2,15,0.133333333333333
"8308","chr10",135073147,135073397,15,25,0.6
"8309","chr10",135073397,135073648,15,17,0.882352941176471
"8310","chr10",135076804,135077104,1,1,1
"8311","chr10",135099518,135099818,6,6,1
"8312","chr10",135107195,135107495,8,8,1
"8313","chr10",135123944,135124244,22,22,1
"8314","chr10",135139501,135139801,6,6,1
"8315","chr10",135141477,135141777,5,8,0.625
"8316","chr10",135173852,135174152,3,5,0.6
"8317","chr10",135178769,135178998,13,14,0.928571428571429
"8318","chr10",135191301,135191601,20,21,0.952380952380952
"8319","chr10",135202688,135202871,2,3,0.666666666666667
"8320","chr10",135204470,135204770,4,4,1
"8321","chr10",135333274,135333574,0,0,NA
"8322","chr10",135333962,135334271,0,0,NA
"8323","chr10",135342785,135343085,21,21,1
"8324","chr10",135351304,135351604,0,0,NA
"8325","chr11",223200,223500,39,40,0.975
"8326","chr11",231862,232162,0,0,NA
"8327","chr11",250838,251138,18,21,0.857142857142857
"8328","chr11",267462,267762,2,8,0.25
"8329","chr11",281737,282037,12,12,1
"8330","chr11",282170,282470,8,11,0.727272727272727
"8331","chr11",291754,292054,56,58,0.96551724137931
"8332","chr11",306830,307055,15,15,1
"8333","chr11",307055,307281,12,14,0.857142857142857
"8334","chr11",312714,312939,1,1,1
"8335","chr11",325764,326064,17,18,0.944444444444444
"8336","chr11",334147,334564,4,6,0.666666666666667
"8337","chr11",334564,334982,7,8,0.875
"8338","chr11",336570,336870,9,10,0.9
"8339","chr11",353612,353912,2,2,1
"8340","chr11",373458,373758,20,22,0.909090909090909
"8341","chr11",393386,393643,2,13,0.153846153846154
"8342","chr11",393643,393900,0,9,0
"8343","chr11",441934,442234,0,54,0
"8344","chr11",452992,453292,42,42,1
"8345","chr11",453606,453906,38,39,0.974358974358974
"8346","chr11",455804,456104,40,41,0.975609756097561
"8347","chr11",457105,457266,13,13,1
"8348","chr11",469498,469798,31,34,0.911764705882353
"8349","chr11",487550,487850,35,39,0.897435897435897
"8350","chr11",487866,488166,20,21,0.952380952380952
"8351","chr11",541509,541809,15,17,0.882352941176471
"8352","chr11",544301,544601,13,13,1
"8353","chr11",560071,560280,4,24,0.166666666666667
"8354","chr11",563894,564194,5,6,0.833333333333333
"8355","chr11",567355,567655,38,40,0.95
"8356","chr11",571120,571420,2,5,0.4
"8357","chr11",579047,579347,0,0,NA
"8358","chr11",587640,587857,16,18,0.888888888888889
"8359","chr11",587857,588075,6,7,0.857142857142857
"8360","chr11",616673,616898,6,9,0.666666666666667
"8361","chr11",623703,623877,15,15,1
"8362","chr11",624263,624563,29,31,0.935483870967742
"8363","chr11",640891,641191,21,22,0.954545454545455
"8364","chr11",642623,642873,5,6,0.833333333333333
"8365","chr11",642873,643124,30,34,0.882352941176471
"8366","chr11",655294,655511,11,11,1
"8367","chr11",662574,662874,7,9,0.777777777777778
"8368","chr11",693727,694027,21,22,0.954545454545455
"8369","chr11",694218,694518,8,10,0.8
"8370","chr11",698609,698909,32,36,0.888888888888889
"8371","chr11",704352,704652,29,30,0.966666666666667
"8372","chr11",707631,708090,22,26,0.846153846153846
"8373","chr11",708090,708550,18,18,1
"8374","chr11",712242,712635,14,14,1
"8375","chr11",712635,713028,14,20,0.7
"8376","chr11",713212,713376,2,3,0.666666666666667
"8377","chr11",728984,729284,5,6,0.833333333333333
"8378","chr11",748960,749260,8,8,1
"8379","chr11",762503,762803,3,3,1
"8380","chr11",774979,775268,39,45,0.866666666666667
"8381","chr11",775268,775557,26,40,0.65
"8382","chr11",780180,780480,18,19,0.947368421052632
"8383","chr11",788432,788732,8,10,0.8
"8384","chr11",796688,796988,6,22,0.272727272727273
"8385","chr11",818319,818619,16,19,0.842105263157895
"8386","chr11",820669,821059,27,35,0.771428571428571
"8387","chr11",821059,821449,18,21,0.857142857142857
"8388","chr11",827788,828088,11,42,0.261904761904762
"8389","chr11",836502,836802,8,8,1
"8390","chr11",840336,840636,25,31,0.806451612903226
"8391","chr11",848678,848990,6,7,0.857142857142857
"8392","chr11",850999,851197,31,32,0.96875
"8393","chr11",859994,860294,20,29,0.689655172413793
"8394","chr11",862784,862969,21,23,0.91304347826087
"8395","chr11",864668,864968,9,9,1
"8396","chr11",886558,886858,21,22,0.954545454545455
"8397","chr11",907816,908116,14,15,0.933333333333333
"8398","chr11",921841,922141,6,7,0.857142857142857
"8399","chr11",929320,929620,15,15,1
"8400","chr11",952795,953095,12,14,0.857142857142857
"8401","chr11",954969,955223,5,7,0.714285714285714
"8402","chr11",955223,955477,8,8,1
"8403","chr11",968849,969149,28,28,1
"8404","chr11",976799,977099,19,19,1
"8405","chr11",977411,977711,12,12,1
"8406","chr11",980483,980783,24,25,0.96
"8407","chr11",985825,986125,42,45,0.933333333333333
"8408","chr11",986558,986858,35,37,0.945945945945946
"8409","chr11",995274,995574,23,25,0.92
"8410","chr11",1000737,1001037,11,11,1
"8411","chr11",1002144,1002444,51,51,1
"8412","chr11",1008186,1008486,33,34,0.970588235294118
"8413","chr11",1053256,1053556,17,25,0.68
"8414","chr11",1054370,1054670,17,23,0.739130434782609
"8415","chr11",1060303,1060578,12,12,1
"8416","chr11",1060578,1060854,16,19,0.842105263157895
"8417","chr11",1061312,1061612,6,6,1
"8418","chr11",1073230,1073475,6,14,0.428571428571429
"8419","chr11",1073475,1073721,26,34,0.764705882352941
"8420","chr11",1133686,1133986,6,10,0.6
"8421","chr11",1223631,1223931,7,29,0.241379310344828
"8422","chr11",1224834,1225134,14,41,0.341463414634146
"8423","chr11",1226783,1227073,17,18,0.944444444444444
"8424","chr11",1241734,1242131,32,52,0.615384615384615
"8425","chr11",1242131,1242529,43,86,0.5
"8426","chr11",1249293,1249593,16,27,0.592592592592593
"8427","chr11",1256500,1256800,13,18,0.722222222222222
"8428","chr11",1258395,1258695,17,34,0.5
"8429","chr11",1281635,1281935,26,30,0.866666666666667
"8430","chr11",1282866,1283166,38,39,0.974358974358974
"8431","chr11",1293767,1294067,10,10,1
"8432","chr11",1299640,1299940,22,25,0.88
"8433","chr11",1300207,1300507,18,19,0.947368421052632
"8434","chr11",1302017,1302317,76,80,0.95
"8435","chr11",1310207,1310507,22,26,0.846153846153846
"8436","chr11",1312414,1312714,17,18,0.944444444444444
"8437","chr11",1314708,1315008,42,43,0.976744186046512
"8438","chr11",1318963,1319201,8,9,0.888888888888889
"8439","chr11",1320346,1320564,11,12,0.916666666666667
"8440","chr11",1320858,1321110,28,29,0.96551724137931
"8441","chr11",1321110,1321362,19,19,1
"8442","chr11",1326357,1326544,13,15,0.866666666666667
"8443","chr11",1326955,1327255,10,10,1
"8444","chr11",1327299,1327599,20,20,1
"8445","chr11",1327811,1328111,40,41,0.975609756097561
"8446","chr11",1328471,1328771,41,43,0.953488372093023
"8447","chr11",1329812,1330112,2,2,1
"8448","chr11",1354698,1354998,4,7,0.571428571428571
"8449","chr11",1356890,1357190,1,1,1
"8450","chr11",1359887,1360185,23,29,0.793103448275862
"8451","chr11",1360185,1360484,0,0,NA
"8452","chr11",1361367,1361667,9,10,0.9
"8453","chr11",1365035,1365335,18,19,0.947368421052632
"8454","chr11",1370642,1370942,34,36,0.944444444444444
"8455","chr11",1403600,1403900,77,83,0.927710843373494
"8456","chr11",1412198,1412498,12,55,0.218181818181818
"8457","chr11",1413131,1413431,10,10,1
"8458","chr11",1421058,1421358,14,15,0.933333333333333
"8459","chr11",1422653,1422854,17,25,0.68
"8460","chr11",1444617,1444917,34,42,0.80952380952381
"8461","chr11",1455414,1455617,15,17,0.882352941176471
"8462","chr11",1468384,1468684,30,31,0.967741935483871
"8463","chr11",1474305,1474647,38,43,0.883720930232558
"8464","chr11",1474647,1474990,27,32,0.84375
"8465","chr11",1480015,1480315,9,17,0.529411764705882
"8466","chr11",1483682,1483982,45,45,1
"8467","chr11",1494896,1495196,33,33,1
"8468","chr11",1506730,1507030,17,17,1
"8469","chr11",1508259,1508559,14,15,0.933333333333333
"8470","chr11",1509790,1510090,21,25,0.84
"8471","chr11",1520755,1521030,14,15,0.933333333333333
"8472","chr11",1524564,1524732,18,18,1
"8473","chr11",1536281,1536581,11,12,0.916666666666667
"8474","chr11",1537614,1537914,8,8,1
"8475","chr11",1566393,1566693,10,11,0.909090909090909
"8476","chr11",1570006,1570306,5,13,0.384615384615385
"8477","chr11",1579947,1580140,10,10,1
"8478","chr11",1581049,1581341,10,10,1
"8479","chr11",1581341,1581633,25,27,0.925925925925926
"8480","chr11",1585701,1586001,2,13,0.153846153846154
"8481","chr11",1589375,1589675,8,16,0.5
"8482","chr11",1660356,1660656,11,19,0.578947368421053
"8483","chr11",1660692,1661021,5,16,0.3125
"8484","chr11",1661021,1661350,5,14,0.357142857142857
"8485","chr11",1673285,1673585,37,43,0.86046511627907
"8486","chr11",1674060,1674360,1,49,0.0204081632653061
"8487","chr11",1674619,1674919,19,20,0.95
"8488","chr11",1677502,1677802,11,17,0.647058823529412
"8489","chr11",1689278,1689476,15,18,0.833333333333333
"8490","chr11",1689476,1689675,4,5,0.8
"8491","chr11",1715141,1715526,1,52,0.0192307692307692
"8492","chr11",1715526,1715911,45,71,0.633802816901409
"8493","chr11",1764834,1765103,6,10,0.6
"8494","chr11",1777401,1777701,17,18,0.944444444444444
"8495","chr11",1778578,1778784,36,36,1
"8496","chr11",1785524,1785747,5,14,0.357142857142857
"8497","chr11",1785747,1785970,3,6,0.5
"8498","chr11",1790240,1790450,6,8,0.75
"8499","chr11",1793300,1793555,1,3,0.333333333333333
"8500","chr11",1794561,1794725,3,10,0.3
"8501","chr11",1807081,1807381,5,5,1
"8502","chr11",1846263,1846563,6,74,0.0810810810810811
"8503","chr11",1847882,1848294,6,36,0.166666666666667
"8504","chr11",1848294,1848706,9,22,0.409090909090909
"8505","chr11",1848870,1849170,18,23,0.782608695652174
"8506","chr11",1849750,1850293,16,22,0.727272727272727
"8507","chr11",1850293,1850836,7,17,0.411764705882353
"8508","chr11",1851440,1851740,11,21,0.523809523809524
"8509","chr11",1851880,1852180,31,43,0.72093023255814
"8510","chr11",1852266,1852566,4,6,0.666666666666667
"8511","chr11",1854561,1854861,18,21,0.857142857142857
"8512","chr11",1854960,1855260,2,3,0.666666666666667
"8513","chr11",1855480,1855780,4,39,0.102564102564103
"8514","chr11",1856095,1856341,17,18,0.944444444444444
"8515","chr11",1858956,1859181,5,38,0.131578947368421
"8516","chr11",1871134,1871319,51,62,0.82258064516129
"8517","chr11",1872923,1873148,24,29,0.827586206896552
"8518","chr11",1873148,1873374,18,19,0.947368421052632
"8519","chr11",1883960,1884260,1,2,0.5
"8520","chr11",1884306,1884558,1,37,0.027027027027027
"8521","chr11",1884558,1884810,0,26,0
"8522","chr11",1884912,1885296,2,28,0.0714285714285714
"8523","chr11",1891102,1891328,23,58,0.396551724137931
"8524","chr11",1892670,1892970,12,17,0.705882352941177
"8525","chr11",1902958,1903220,45,55,0.818181818181818
"8526","chr11",1909505,1909805,12,19,0.631578947368421
"8527","chr11",1912136,1912436,51,61,0.836065573770492
"8528","chr11",1912868,1913168,13,15,0.866666666666667
"8529","chr11",1929148,1929332,4,6,0.666666666666667
"8530","chr11",1939747,1939973,15,19,0.789473684210526
"8531","chr11",1942810,1943035,7,11,0.636363636363636
"8532","chr11",1943035,1943261,7,9,0.777777777777778
"8533","chr11",1974833,1975271,19,33,0.575757575757576
"8534","chr11",1975271,1975709,36,37,0.972972972972973
"8535","chr11",1976119,1976419,8,10,0.8
"8536","chr11",1977800,1978100,47,48,0.979166666666667
"8537","chr11",1979421,1979721,7,9,0.777777777777778
"8538","chr11",1988607,1988907,36,38,0.947368421052632
"8539","chr11",1989910,1990257,14,37,0.378378378378378
"8540","chr11",1990914,1991125,17,26,0.653846153846154
"8541","chr11",2007935,2008235,7,10,0.7
"8542","chr11",2008810,2009110,22,29,0.758620689655172
"8543","chr11",2009469,2009769,9,16,0.5625
"8544","chr11",2010424,2010724,2,3,0.666666666666667
"8545","chr11",2018000,2021150,85,220,0.386363636363636
"8546","chr11",2021150,2024300,30,81,0.37037037037037
"8547","chr11",2025755,2026055,23,32,0.71875
"8548","chr11",2036422,2036722,18,19,0.947368421052632
"8549","chr11",2113699,2113999,19,30,0.633333333333333
"8550","chr11",2155578,2155803,4,5,0.8
"8551","chr11",2155803,2156029,14,15,0.933333333333333
"8552","chr11",2158404,2158842,0,32,0
"8553","chr11",2163084,2163957,3,7,0.428571428571429
"8554","chr11",2164629,2164877,4,4,1
"8555","chr11",2165810,2166110,12,13,0.923076923076923
"8556","chr11",2170719,2171281,4,12,0.333333333333333
"8557","chr11",2171281,2171843,0,9,0
"8558","chr11",2171868,2172057,0,5,0
"8559","chr11",2172057,2172247,0,2,0
"8560","chr11",2177347,2177647,9,42,0.214285714285714
"8561","chr11",2182644,2182944,8,12,0.666666666666667
"8562","chr11",2183113,2183338,0,1,0
"8563","chr11",2183338,2183564,17,21,0.80952380952381
"8564","chr11",2200270,2200570,4,32,0.125
"8565","chr11",2202800,2203020,15,16,0.9375
"8566","chr11",2203020,2203240,20,23,0.869565217391304
"8567","chr11",2207509,2207809,17,29,0.586206896551724
"8568","chr11",2223030,2223330,1,1,1
"8569","chr11",2224158,2224458,10,17,0.588235294117647
"8570","chr11",2229547,2229847,17,19,0.894736842105263
"8571","chr11",2230558,2230858,29,39,0.743589743589744
"8572","chr11",2231185,2231485,24,28,0.857142857142857
"8573","chr11",2234514,2234814,3,3,1
"8574","chr11",2242349,2242649,0,1,0
"8575","chr11",2277856,2278156,5,5,1
"8576","chr11",2278574,2278874,32,32,1
"8577","chr11",2286637,2286937,0,1,0
"8578","chr11",2287583,2287883,9,10,0.9
"8579","chr11",2287900,2288200,29,33,0.878787878787879
"8580","chr11",2288966,2289266,17,21,0.80952380952381
"8581","chr11",2320007,2320307,11,11,1
"8582","chr11",2327604,2327904,1,1,1
"8583","chr11",2396820,2397120,0,2,0
"8584","chr11",2402240,2402540,17,17,1
"8585","chr11",2406344,2406533,4,4,1
"8586","chr11",2423177,2423477,22,26,0.846153846153846
"8587","chr11",2441291,2441591,34,49,0.693877551020408
"8588","chr11",2458330,2458606,1,1,1
"8589","chr11",2458606,2458883,1,1,1
"8590","chr11",2464471,2464728,16,37,0.432432432432432
"8591","chr11",2464728,2464985,5,14,0.357142857142857
"8592","chr11",2467550,2467850,13,16,0.8125
"8593","chr11",2481354,2481654,21,21,1
"8594","chr11",2482450,2482750,32,34,0.941176470588235
"8595","chr11",2485201,2485503,20,38,0.526315789473684
"8596","chr11",2498239,2498539,1,1,1
"8597","chr11",2542537,2542837,3,3,1
"8598","chr11",2555052,2555388,17,31,0.548387096774194
"8599","chr11",2555388,2555725,29,40,0.725
"8600","chr11",2598502,2598802,18,19,0.947368421052632
"8601","chr11",2602829,2603129,7,7,1
"8602","chr11",2610659,2610890,30,31,0.967741935483871
"8603","chr11",2697399,2697699,0,0,NA
"8604","chr11",2698472,2698772,2,2,1
"8605","chr11",2699852,2700152,0,0,NA
"8606","chr11",2709763,2710063,17,17,1
"8607","chr11",2710335,2710635,7,8,0.875
"8608","chr11",2710687,2710987,2,3,0.666666666666667
"8609","chr11",2715135,2715435,14,16,0.875
"8610","chr11",2715686,2715986,4,4,1
"8611","chr11",2723993,2724293,37,41,0.902439024390244
"8612","chr11",2730465,2730765,9,10,0.9
"8613","chr11",2734975,2735275,10,11,0.909090909090909
"8614","chr11",2772648,2772948,59,62,0.951612903225806
"8615","chr11",2774605,2774905,4,4,1
"8616","chr11",2790267,2790567,2,11,0.181818181818182
"8617","chr11",2800163,2800430,7,9,0.777777777777778
"8618","chr11",2809423,2809723,13,14,0.928571428571429
"8619","chr11",2812532,2812832,8,11,0.727272727272727
"8620","chr11",2813256,2813677,20,24,0.833333333333333
"8621","chr11",2828123,2828462,19,24,0.791666666666667
"8622","chr11",2828462,2828801,74,87,0.850574712643678
"8623","chr11",2846530,2847160,14,15,0.933333333333333
"8624","chr11",2847160,2847791,26,29,0.896551724137931
"8625","chr11",2848341,2848641,7,10,0.7
"8626","chr11",2861053,2861353,31,33,0.939393939393939
"8627","chr11",2884288,2884609,47,55,0.854545454545455
"8628","chr11",2886081,2886381,19,23,0.826086956521739
"8629","chr11",2907875,2908175,8,13,0.615384615384615
"8630","chr11",2913183,2913483,10,40,0.25
"8631","chr11",2930171,2930471,18,20,0.9
"8632","chr11",2933016,2933316,12,14,0.857142857142857
"8633","chr11",2933513,2933813,17,23,0.739130434782609
"8634","chr11",2933816,2934116,0,4,0
"8635","chr11",2934608,2934798,14,16,0.875
"8636","chr11",2934798,2934989,16,16,1
"8637","chr11",2945110,2945295,4,4,1
"8638","chr11",2954207,2954507,15,26,0.576923076923077
"8639","chr11",2954593,2954893,5,32,0.15625
"8640","chr11",2955071,2955371,2,4,0.5
"8641","chr11",2961678,2961978,12,20,0.6
"8642","chr11",2964873,2965173,14,16,0.875
"8643","chr11",3009055,3009355,4,4,1
"8644","chr11",3021854,3022154,13,13,1
"8645","chr11",3059006,3059306,22,27,0.814814814814815
"8646","chr11",3071016,3071217,16,24,0.666666666666667
"8647","chr11",3071217,3071418,11,22,0.5
"8648","chr11",3072985,3073285,4,4,1
"8649","chr11",3077134,3077434,21,21,1
"8650","chr11",3116934,3117234,2,2,1
"8651","chr11",3145469,3145769,8,9,0.888888888888889
"8652","chr11",3156751,3157051,46,49,0.938775510204082
"8653","chr11",3167412,3167712,25,25,1
"8654","chr11",3169732,3170032,39,40,0.975
"8655","chr11",3170068,3170368,18,18,1
"8656","chr11",3174856,3175156,20,20,1
"8657","chr11",3175401,3175593,12,13,0.923076923076923
"8658","chr11",3177471,3177971,27,31,0.870967741935484
"8659","chr11",3177971,3178471,29,37,0.783783783783784
"8660","chr11",3181295,3181595,2,5,0.4
"8661","chr11",3183868,3184168,7,7,1
"8662","chr11",3184300,3184600,13,13,1
"8663","chr11",3187865,3188165,5,5,1
"8664","chr11",3224300,3224600,18,28,0.642857142857143
"8665","chr11",3225039,3225225,19,25,0.76
"8666","chr11",3253687,3253987,22,23,0.956521739130435
"8667","chr11",3627032,3627332,4,4,1
"8668","chr11",3647412,3647712,8,10,0.8
"8669","chr11",3858342,3858642,2,2,1
"8670","chr11",3899083,3899383,12,12,1
"8671","chr11",3901401,3901701,3,3,1
"8672","chr11",3901770,3902070,6,6,1
"8673","chr11",3915591,3915891,2,4,0.5
"8674","chr11",3950777,3951077,8,8,1
"8675","chr11",3972705,3973005,5,6,0.833333333333333
"8676","chr11",4205947,4206247,13,15,0.866666666666667
"8677","chr11",4208969,4209269,1,73,0.0136986301369863
"8678","chr11",4212295,4212595,8,12,0.666666666666667
"8679","chr11",4469453,4469753,0,1,0
"8680","chr11",4693728,4694028,0,1,0
"8681","chr11",4725954,4726254,0,0,NA
"8682","chr11",5531048,5531348,4,9,0.444444444444444
"8683","chr11",6240311,6240611,7,8,0.875
"8684","chr11",6240994,6241294,1,1,1
"8685","chr11",6273386,6273686,0,0,NA
"8686","chr11",6293873,6294173,2,2,1
"8687","chr11",6335641,6335941,1,1,1
"8688","chr11",6337055,6337355,0,17,0
"8689","chr11",6342063,6342361,13,37,0.351351351351351
"8690","chr11",6342361,6342659,2,2,1
"8691","chr11",6378540,6378840,2,4,0.5
"8692","chr11",6436313,6436613,4,7,0.571428571428571
"8693","chr11",6501444,6501744,10,12,0.833333333333333
"8694","chr11",6503545,6503845,5,5,1
"8695","chr11",6593094,6593394,7,7,1
"8696","chr11",6648547,6648847,17,18,0.944444444444444
"8697","chr11",6657036,6657336,6,6,1
"8698","chr11",6668063,6668363,6,7,0.857142857142857
"8699","chr11",7025672,7025972,1,2,0.5
"8700","chr11",7275267,7275567,0,4,0
"8701","chr11",7435862,7436162,0,0,NA
"8702","chr11",7569490,7569790,0,0,NA
"8703","chr11",7595774,7596074,5,5,1
"8704","chr11",7597091,7597391,5,6,0.833333333333333
"8705","chr11",7617442,7617742,0,1,0
"8706","chr11",7618483,7618783,3,5,0.6
"8707","chr11",7621405,7621705,3,3,1
"8708","chr11",7694136,7694436,14,14,1
"8709","chr11",7699179,7699479,1,3,0.333333333333333
"8710","chr11",7914393,7914693,0,2,0
"8711","chr11",8077763,8078063,17,17,1
"8712","chr11",8084346,8084582,14,18,0.777777777777778
"8713","chr11",8084582,8084819,24,26,0.923076923076923
"8714","chr11",8104321,8104621,14,15,0.933333333333333
"8715","chr11",8108347,8108647,2,2,1
"8716","chr11",8133107,8133407,2,2,1
"8717","chr11",8227871,8228083,9,9,1
"8718","chr11",8228083,8228296,0,0,NA
"8719","chr11",8263883,8264183,11,16,0.6875
"8720","chr11",8287938,8288238,5,7,0.714285714285714
"8721","chr11",8304890,8305190,15,18,0.833333333333333
"8722","chr11",8350882,8351182,16,21,0.761904761904762
"8723","chr11",8364581,8364881,12,15,0.8
"8724","chr11",8653178,8653478,1,1,1
"8725","chr11",8720870,8721056,10,10,1
"8726","chr11",8721056,8721243,19,19,1
"8727","chr11",8740601,8740901,6,9,0.666666666666667
"8728","chr11",8741174,8741474,2,3,0.666666666666667
"8729","chr11",8742064,8742364,9,10,0.9
"8730","chr11",8743508,8743808,0,0,NA
"8731","chr11",8744345,8744645,6,6,1
"8732","chr11",8751352,8751652,16,17,0.941176470588235
"8733","chr11",8754232,8754532,6,7,0.857142857142857
"8734","chr11",8754605,8754905,8,9,0.888888888888889
"8735","chr11",8780863,8781163,2,5,0.4
"8736","chr11",8789076,8789376,0,0,NA
"8737","chr11",8794280,8794580,9,9,1
"8738","chr11",8800132,8800432,11,12,0.916666666666667
"8739","chr11",8815840,8816140,20,21,0.952380952380952
"8740","chr11",8816277,8816577,0,1,0
"8741","chr11",8821773,8822073,6,7,0.857142857142857
"8742","chr11",8827491,8827791,12,12,1
"8743","chr11",8829294,8829594,13,15,0.866666666666667
"8744","chr11",8847511,8847811,4,5,0.8
"8745","chr11",8854351,8854651,20,20,1
"8746","chr11",8861866,8862166,5,6,0.833333333333333
"8747","chr11",8888663,8888963,12,13,0.923076923076923
"8748","chr11",8895544,8895844,1,2,0.5
"8749","chr11",8983137,8983437,0,1,0
"8750","chr11",9068842,9069142,10,11,0.909090909090909
"8751","chr11",9159235,9159500,11,25,0.44
"8752","chr11",9159500,9159765,0,1,0
"8753","chr11",9161237,9161393,3,3,1
"8754","chr11",9384672,9384972,5,8,0.625
"8755","chr11",9385336,9385732,2,42,0.0476190476190476
"8756","chr11",9385732,9386129,1,76,0.0131578947368421
"8757","chr11",9548958,9549258,6,7,0.857142857142857
"8758","chr11",9550161,9550461,0,0,NA
"8759","chr11",9552562,9552862,8,10,0.8
"8760","chr11",9590280,9590580,2,2,1
"8761","chr11",9591380,9591680,0,0,NA
"8762","chr11",9623027,9623327,3,3,1
"8763","chr11",9634819,9635139,0,32,0
"8764","chr11",9731915,9732215,0,0,NA
"8765","chr11",9761879,9762179,9,9,1
"8766","chr11",9769041,9769341,3,3,1
"8767","chr11",9775707,9776007,4,4,1
"8768","chr11",9779362,9779662,10,14,0.714285714285714
"8769","chr11",9786970,9787270,4,4,1
"8770","chr11",9880468,9880768,3,3,1
"8771","chr11",9884746,9885046,0,0,NA
"8772","chr11",9928631,9928931,0,0,NA
"8773","chr11",10161333,10161633,1,3,0.333333333333333
"8774","chr11",10323751,10324051,29,37,0.783783783783784
"8775","chr11",10325416,10325716,0,49,0
"8776","chr11",10326398,10326698,1,26,0.0384615384615385
"8777","chr11",10327719,10328019,9,9,1
"8778","chr11",10330893,10331193,0,19,0
"8779","chr11",10331901,10332201,3,3,1
"8780","chr11",10338935,10339235,4,4,1
"8781","chr11",10339459,10339759,4,4,1
"8782","chr11",10344875,10345175,0,0,NA
"8783","chr11",10347278,10347578,1,1,1
"8784","chr11",10388507,10388807,2,7,0.285714285714286
"8785","chr11",10396771,10397071,4,6,0.666666666666667
"8786","chr11",10409470,10409658,7,7,1
"8787","chr11",10428717,10429017,4,5,0.8
"8788","chr11",10471538,10471838,74,81,0.91358024691358
"8789","chr11",10508879,10509179,11,12,0.916666666666667
"8790","chr11",10510682,10510982,14,14,1
"8791","chr11",10512542,10512842,28,33,0.848484848484848
"8792","chr11",10548957,10549257,0,3,0
"8793","chr11",10563198,10563498,0,0,NA
"8794","chr11",10582710,10583010,1,1,1
"8795","chr11",10602371,10602671,5,6,0.833333333333333
"8796","chr11",10627861,10628161,2,2,1
"8797","chr11",10639793,10640093,1,1,1
"8798","chr11",10645845,10646145,5,5,1
"8799","chr11",10669885,10670185,1,2,0.5
"8800","chr11",10673741,10673943,1,6,0.166666666666667
"8801","chr11",10673943,10674146,1,1,1
"8802","chr11",10674815,10675115,1,1,1
"8803","chr11",10696167,10696467,16,22,0.727272727272727
"8804","chr11",10703111,10703411,7,7,1
