"","gene","TAD"
"CCDC57","CCDC57","TAD_101"
"CCDC6","CCDC6","TAD_793"
"CCDC69","CCDC69","TAD_3161"
"CCDC7","CCDC7","TAD_1599"
"CCDC72","CCDC72","TAD_835"
"CCDC73","CCDC73","TAD_1117"
"CCDC74A","CCDC74A","TAD_3456"
"CCDC75","CCDC75","TAD_172"
"CCDC76","CCDC76","TAD_1703"
"CCDC78","CCDC78","TAD_91"
"CCDC8","CCDC8","TAD_141"
"CCDC85B","CCDC85B","TAD_3535"
"CCDC85C","CCDC85C","TAD_3486"
"CCDC86","CCDC86","TAD_1192"
"CCDC87","CCDC87","TAD_1352"
"CCDC89","CCDC89","TAD_1588"
"CCDC90A","CCDC90A","TAD_3332"
"CCDC92","CCDC92","TAD_1000"
"CCDC96","CCDC96","TAD_1064"
"CCDC97","CCDC97","TAD_2274"
"CCDC99","CCDC99","TAD_1140"
"CCHCR1","CCHCR1","TAD_2342"
"CCL25","CCL25","TAD_3647"
"CCL28","CCL28","TAD_125"
"CCM2","CCM2","TAD_72"
"CCNB1","CCNB1","TAD_234"
"CCNB2","CCNB2","TAD_698"
"CCNB3","CCNB3","TAD_723"
"CCNC","CCNC","TAD_1666"
"CCND3","CCND3","TAD_1487"
"CCNDBP1","CCNDBP1","TAD_3359"
"CCNE1","CCNE1","TAD_52"
"CCNE2","CCNE2","TAD_1443"
"CCNF","CCNF","TAD_2150"
"CCNG2","CCNG2","TAD_1499"
"CCNI","CCNI","TAD_2212"
"CCNJ","CCNJ","TAD_1237"
"CCNJL","CCNJL","TAD_2217"
"CCNL2","CCNL2","TAD_3321"
"CCNO","CCNO","TAD_2013"
"CCNYL1;MIR4775","CCNYL1;MIR4775","TAD_2804"
"CCPG1;MIR628;DYX1C1","CCPG1;MIR628;DYX1C1","TAD_173"
"CCR10","CCR10","TAD_2978"
"CCR6","CCR6","TAD_1983"
"CCS","CCS","TAD_2732"
"CCT2","CCT2","TAD_3307"
"CCT3","CCT3","TAD_3680"
"CCT6A","CCT6A","TAD_2210"
"CD14","CD14","TAD_2855"
"CD164","CD164","TAD_1151"
"CD274","CD274","TAD_830"
"CD276","CD276","TAD_95"
"CD302","CD302","TAD_329"
"CD34","CD34","TAD_211"
"CD37","CD37","TAD_3179"
"CD4","CD4","TAD_1123"
"CD40","CD40","TAD_1423"
"CD47","CD47","TAD_1698"
"CD48","CD48","TAD_1444"
"CD6","CD6","TAD_1681"
"CD7","CD7","TAD_794"
"CD70","CD70","TAD_2136"
"CD81","CD81","TAD_3122"
"CD83","CD83","TAD_2367"
"CD97","CD97","TAD_2696"
"CDA","CDA","TAD_2261"
"CDADC1","CDADC1","TAD_1732"
"CDAN1","CDAN1","TAD_2034"
"CDC14A","CDC14A","TAD_1923"
"CDC20","CDC20","TAD_461"
"CDC23","CDC23","TAD_832"
"CDC25B","CDC25B","TAD_2979"
"CDC25C","CDC25C","TAD_1964"
"CDC37L1","CDC37L1","TAD_2213"
"CDC42BPA","CDC42BPA","TAD_2548"
"CDC42BPB","CDC42BPB","TAD_3467"
"CDC42EP1","CDC42EP1","TAD_169"
"CDC42EP2","CDC42EP2","TAD_2044"
"CDC42EP3","CDC42EP3","TAD_1028"
"CDC42EP4","CDC42EP4","TAD_2744"
"CDC42SE1","CDC42SE1","TAD_1206"
"CDC45","CDC45","TAD_1501"
"CDC73","CDC73","TAD_278"
"CDCA3;AK097957","CDCA3;AK097957","TAD_1681"
"CDCA4","CDCA4","TAD_1099"
"CDCA5","CDCA5","TAD_485"
"CDCA7","CDCA7","TAD_366"
"CDCA7L","CDCA7L","TAD_2251"
"CDCA8","CDCA8","TAD_1774"
"CDCP1","CDCP1","TAD_2826"
"CDH2","CDH2","TAD_2547"
"CDH24","CDH24","TAD_2781"
"CDH26","CDH26","TAD_1998"
"CDHR4","CDHR4","TAD_2845"
"CDK16","CDK16","TAD_1415"
"CDK17","CDK17","TAD_1618"
"CDK18","CDK18","TAD_3359"
"CDK19","CDK19","TAD_280"
"CDK2","CDK2","TAD_3274"
"CDK2AP2","CDK2AP2","TAD_1291"
"CDK3","CDK3","TAD_1616"
"CDK5","CDK5","TAD_1688"
"CDK5R2","CDK5R2","TAD_2411"
"CDK5RAP3","CDK5RAP3","TAD_1648"
"CDK7","CDK7","TAD_1091"
"CDK8","CDK8","TAD_22"
"CDK9","CDK9","TAD_1998"
"CDKL1","CDKL1","TAD_1837"
"CDKL2","CDKL2","TAD_2625"
"CDKL3","CDKL3","TAD_1529"
"CDKL5","CDKL5","TAD_1503"
"CDKN1A","CDKN1A","TAD_1036"
"CDKN2AIPNL","CDKN2AIPNL","TAD_2728"
"CDKN2D","CDKN2D","TAD_830"
"CDR2L","CDR2L","TAD_2274"
"CDT1","CDT1","TAD_1649"
"CDYL2","CDYL2","TAD_1336"
"CEACAM19","CEACAM19","TAD_1213"
"CEBPA","CEBPA","TAD_1183"
"CEBPG","CEBPG","TAD_733"
"CEBPZ","CEBPZ","TAD_607"
"CECR1","CECR1","TAD_93"
"CECR5","CECR5","TAD_679"
"CECR5-AS1","CECR5-AS1","TAD_1022"
"CECR6","CECR6","TAD_1913"
"CELF1","CELF1","TAD_2480"
"CELSR1","CELSR1","TAD_2603"
"CELSR2","CELSR2","TAD_710"
"CELSR3","CELSR3","TAD_112"
"CENPB","CENPB","TAD_1833"
"CENPH","CENPH","TAD_2777"
"CENPI","CENPI","TAD_1020"
"CENPL","CENPL","TAD_59"
"CENPP","CENPP","TAD_1413"
"CENPT","CENPT","TAD_781"
"CEP120","CEP120","TAD_3417"
"CEP128","CEP128","TAD_1648"
"CEP19","CEP19","TAD_223"
"CEP350","CEP350","TAD_267"
"CEP41","CEP41","TAD_1315"
"CEP70","CEP70","TAD_1947"
"CEP72","CEP72","TAD_1181"
"CEP85","CEP85","TAD_3574"
"CEP85L","CEP85L","TAD_1440"
"CEP89","CEP89","TAD_3474"
"CEPT1","CEPT1","TAD_776"
"CERK","CERK","TAD_1601"
"CERKL","CERKL","TAD_2425"
"CERS2","CERS2","TAD_1649"
"CERS4","CERS4","TAD_2738"
"CERS6","CERS6","TAD_245"
"CES1P1","CES1P1","TAD_679"
"CES3","CES3","TAD_776"
"CES4A","CES4A","TAD_552"
"CETN3","CETN3","TAD_1993"
"CETN4P","CETN4P","TAD_1787"
"CFB","CFB","TAD_727"
"CFD","CFD","TAD_1785"
"CFL1","CFL1","TAD_216"
"CFL2","CFL2","TAD_1578"
"CFLAR","CFLAR","TAD_1487"
"CFP","CFP","TAD_772"
"CG030","CG030","TAD_3175"
"CGN","CGN","TAD_727"
"CGNL1;AL110171","CGNL1;AL110171","TAD_2443"
"CH25H","CH25H","TAD_1442"
"CHAC1","CHAC1","TAD_3080"
"CHCHD10","CHCHD10","TAD_1527"
"CHCHD3","CHCHD3","TAD_1579"
"CHCHD6","CHCHD6","TAD_1158"
"CHCHD7","CHCHD7","TAD_3108"
"CHD1L","CHD1L","TAD_73"
"CHD3","CHD3","TAD_3364"
"CHD4","CHD4","TAD_141"
"CHD5","CHD5","TAD_1055"
"CHD6","CHD6","TAD_316"
"CHD8","CHD8","TAD_1129"
"CHDH","CHDH","TAD_1475"
"CHEK1","CHEK1","TAD_1681"
"CHEK2","CHEK2","TAD_1181"
"CHGB","CHGB","TAD_1649"
"CHI3L1;BC034684","CHI3L1;BC034684","TAD_1690"
"CHIC1","CHIC1","TAD_2569"
"CHIC2","CHIC2","TAD_2383"
"CHIT1","CHIT1","TAD_1352"
"CHKA","CHKA","TAD_3440"
"CHKB","CHKB","TAD_1727"
"CHMP1B","CHMP1B","TAD_1636"
"CHMP3","CHMP3","TAD_1794"
"CHMP4A","CHMP4A","TAD_1766"
"CHMP7","CHMP7","TAD_569"
"CHN1","CHN1","TAD_1484"
"CHP","CHP","TAD_3150"
"CHPF","CHPF","TAD_1648"
"CHPT1","CHPT1","TAD_3151"
"CHRDL2","CHRDL2","TAD_1421"
"CHRNA1","CHRNA1","TAD_3364"
"CHRNA5","CHRNA5","TAD_2190"
"CHRNB1","CHRNB1","TAD_61"
"CHRNB2","CHRNB2","TAD_762"
"CHST10","CHST10","TAD_1998"
"CHST11","CHST11","TAD_3329"
"CHST13","CHST13","TAD_609"
"CHST14","CHST14","TAD_480"
"CHST3","CHST3","TAD_1431"
"CHST5","CHST5","TAD_803"
"CHST6","CHST6","TAD_1463"
"CHST7","CHST7","TAD_1053"
"CHSY1","CHSY1","TAD_2425"
"CHSY3","CHSY3","TAD_1117"
"CHTF18","CHTF18","TAD_1969"
"CHTOP;DKFZp564E1082","CHTOP;DKFZp564E1082","TAD_602"
"CHURC1","CHURC1","TAD_1419"
"CIAO1","CIAO1","TAD_791"
"CIAPIN1","CIAPIN1","TAD_3226"
"CIB1","CIB1","TAD_3364"
"CIC","CIC","TAD_251"
"CIDEB","CIDEB","TAD_818"
"CIDEC","CIDEC","TAD_707"
"CINP","CINP","TAD_2860"
"CISD1","CISD1","TAD_906"
"CISD2","CISD2","TAD_3008"
"CISD3","CISD3","TAD_771"
"CISH","CISH","TAD_3043"
"CITED1","CITED1","TAD_843"
"CITED4","CITED4","TAD_1183"
"CKAP2L","CKAP2L","TAD_2734"
"CKAP5","CKAP5","TAD_2276"
"CKLF","CKLF","TAD_2094"
"CKLF-CMTM1","CKLF-CMTM1","TAD_507"
"CLASP1","CLASP1","TAD_1649"
"CLASRP","CLASRP","TAD_1822"
"CLCC1","CLCC1","TAD_2793"
"CLCF1","CLCF1","TAD_267"
"CLCN5","CLCN5","TAD_2142"
"CLCN7","CLCN7","TAD_1464"
"CLDN1","CLDN1","TAD_3679"
"CLDN10","CLDN10","TAD_1380"
"CLDN11","CLDN11","TAD_3505"
"CLDN15","CLDN15","TAD_2273"
"CLDN16","CLDN16","TAD_776"
"CLDND1","CLDND1","TAD_2706"
"CLDND2","CLDND2","TAD_220"
"CLEC11A","CLEC11A","TAD_1358"
"CLEC4GP1","CLEC4GP1","TAD_1296"
"CLIC1","CLIC1","TAD_1978"
"CLIC2","CLIC2","TAD_2718"
"CLIP2","CLIP2","TAD_2085"
"CLIP3","CLIP3","TAD_1057"
"CLK2P","CLK2P","TAD_286"
"CLK3","CLK3","TAD_1158"
"CLK4;AK309215","CLK4;AK309215","TAD_607"
"CLMN","CLMN","TAD_1984"
"CLN8","CLN8","TAD_713"
"CLOCK","CLOCK","TAD_2528"
"CLPB","CLPB","TAD_1038"
"CLPP","CLPP","TAD_367"
"CLPX","CLPX","TAD_3179"
"CLSPN","CLSPN","TAD_779"
"CLSTN1","CLSTN1","TAD_1645"
"CLSTN3","CLSTN3","TAD_3496"
"CLTA","CLTA","TAD_1651"
"CLTCL1","CLTCL1","TAD_642"
"CLU","CLU","TAD_1151"
"CLYBL","CLYBL","TAD_719"
"CMTM1","CMTM1","TAD_1140"
"CMTM2","CMTM2","TAD_609"
"CMTM3","CMTM3","TAD_2243"
"CMTM4;DQ577440","CMTM4;DQ577440","TAD_215"
"CMTM6","CMTM6","TAD_1689"
"CMTM7","CMTM7","TAD_532"
"CMTM8","CMTM8","TAD_3486"
"CMYA5","CMYA5","TAD_130"
"CN5H6.4","CN5H6.4","TAD_1771"
"CNBP","CNBP","TAD_299"
"CNDP2","CNDP2","TAD_1581"
"CNIH4","CNIH4","TAD_2527"
"CNKSR1","CNKSR1","TAD_1418"
"CNNM3","CNNM3","TAD_2533"
"CNNM4","CNNM4","TAD_1962"
"CNO","CNO","TAD_1618"
"CNOT2","CNOT2","TAD_819"
"CNOT6","CNOT6","TAD_791"
"CNOT6L","CNOT6L","TAD_2289"
"CNP;DQ581677","CNP;DQ581677","TAD_1727"
"CNPY2;PAN2","CNPY2;PAN2","TAD_1161"
"CNPY4","CNPY4","TAD_1451"
"CNRIP1;BC035125","CNRIP1;BC035125","TAD_1740"
"CNST","CNST","TAD_2472"
"CNTD1","CNTD1","TAD_2273"
"CNTD2","CNTD2","TAD_1950"
"CNTNAP1","CNTNAP1","TAD_1418"
"CNTRL","CNTRL","TAD_1739"
"CNTROB","CNTROB","TAD_2415"
"COBRA1","COBRA1","TAD_2283"
"COG2","COG2","TAD_1614"
"COG4","COG4","TAD_3234"
"COG5","COG5","TAD_1464"
"COIL","COIL","TAD_2825"
"COL11A2","COL11A2","TAD_322"
"COL13A1","COL13A1","TAD_1954"
"COL16A1","COL16A1","TAD_1740"
"COL17A1;MIR936","COL17A1;MIR936","TAD_2483"
"COL18A1","COL18A1","TAD_1036"
"COL19A1","COL19A1","TAD_339"
"COL1A1","COL1A1","TAD_835"
"COL1A2","COL1A2","TAD_1740"
"COL4A2","COL4A2","TAD_1000"
"COL4A3","COL4A3","TAD_3226"
"COL4A3BP","COL4A3BP","TAD_3650"
"COL6A1","COL6A1","TAD_1766"
"COL6A2;DKFZp586E1322","COL6A2;DKFZp586E1322","TAD_1987"
"COL6A3","COL6A3","TAD_2237"
"COL7A1","COL7A1","TAD_217"
"COL9A2","COL9A2","TAD_1028"
"COLEC11","COLEC11","TAD_1574"
"COLQ;HACL1","COLQ;HACL1","TAD_220"
"COMMD2","COMMD2","TAD_2042"
"COMMD3","COMMD3","TAD_218"
"COMMD3-BMI1","COMMD3-BMI1","TAD_1036"
"COMMD6","COMMD6","TAD_3478"
"COMMD7","COMMD7","TAD_1199"
"COMMD8","COMMD8","TAD_1729"
"COMP","COMP","TAD_3679"
"COPA","COPA","TAD_2964"
"COPG","COPG","TAD_837"
"COPS4","COPS4","TAD_2737"
"COPS5","COPS5","TAD_2926"
"COPS6","COPS6","TAD_1500"
"COPS7A","COPS7A","TAD_1484"
"COPZ1","COPZ1","TAD_2274"
"COQ10A","COQ10A","TAD_1084"
"COQ10B","COQ10B","TAD_3485"
"COQ2","COQ2","TAD_1800"
"COQ4","COQ4","TAD_1701"
"COQ5","COQ5","TAD_718"
"COQ6","COQ6","TAD_2192"
"COQ9","COQ9","TAD_1995"
"CORO1A;LOC606724","CORO1A;LOC606724","TAD_1950"
"CORO1B","CORO1B","TAD_316"
"CORO1C","CORO1C","TAD_2196"
"CORO2B","CORO2B","TAD_7"
"COTL1","COTL1","TAD_3400"
"COX15","COX15","TAD_1178"
"COX16","COX16","TAD_972"
"COX17;AK095366","COX17;AK095366","TAD_264"
"COX19","COX19","TAD_2276"
"COX6A1","COX6A1","TAD_1925"
"COX6B1","COX6B1","TAD_2584"
"COX6B2;FAM71E2","COX6B2;FAM71E2","TAD_2989"
"COX7B","COX7B","TAD_2738"
"COX8A","COX8A","TAD_2683"
"COX8C","COX8C","TAD_64"
"CPA4","CPA4","TAD_2142"
"CPA5","CPA5","TAD_3157"
"CPD","CPD","TAD_2354"
"CPEB2","CPEB2","TAD_850"
"CPLX1","CPLX1","TAD_1665"
"CPNE1","CPNE1","TAD_593"
"CPNE2","CPNE2","TAD_1400"
"CPNE4","CPNE4","TAD_73"
"CPNE5","CPNE5","TAD_1632"
"CPO","CPO","TAD_3527"
"CPOX","CPOX","TAD_3478"
"CPSF1;MIR939;MIR1234","CPSF1;MIR939;MIR1234","TAD_2502"
"CPSF4L","CPSF4L","TAD_2440"
"CPT1A","CPT1A","TAD_914"
"CPT1B","CPT1B","TAD_1997"
"CPXM1","CPXM1","TAD_32"
"CR627240","CR627240","TAD_3174"
"CR749695;STARD7","CR749695;STARD7","TAD_3168"
"CR933638","CR933638","TAD_1442"
"CR936688","CR936688","TAD_3364"
"CRABP2","CRABP2","TAD_1240"
"CRADD","CRADD","TAD_2738"
"CRAMP1L","CRAMP1L","TAD_1529"
"CRB1","CRB1","TAD_1701"
"CRB3","CRB3","TAD_2472"
"CRCP","CRCP","TAD_3353"
"CREB3L1","CREB3L1","TAD_525"
"CREB3L3","CREB3L3","TAD_769"
"CREB3L4","CREB3L4","TAD_3082"
"CREG1","CREG1","TAD_2824"
"CRELD1","CRELD1","TAD_718"
"CRELD2","CRELD2","TAD_1445"
"CRIP1","CRIP1","TAD_526"
"CRIP2","CRIP2","TAD_2178"
"CRIP3","CRIP3","TAD_1527"
"CRIPAK","CRIPAK","TAD_444"
"CRIPT","CRIPT","TAD_1617"
"CRK","CRK","TAD_1421"
"CRKL;BC033281","CRKL;BC033281","TAD_2516"
"CRLF1","CRLF1","TAD_2526"
"CRLS1","CRLS1","TAD_517"
"CRMP1","CRMP1","TAD_1668"
"CRNDE","CRNDE","TAD_3157"
"CROT","CROT","TAD_2272"
"CRSP8P","CRSP8P","TAD_2836"
"CRTAM","CRTAM","TAD_217"
"CRTAP","CRTAP","TAD_2783"
"CRTC1","CRTC1","TAD_88"
"CRTC2","CRTC2","TAD_2821"
"CRTC3","CRTC3","TAD_3110"
"CRYAB","CRYAB","TAD_3285"
"CRYBG3","CRYBG3","TAD_457"
"CRYGS","CRYGS","TAD_3027"
"CRYM","CRYM","TAD_1205"
"CS","CS","TAD_1601"
"CSAD","CSAD","TAD_517"
"CSDA","CSDA","TAD_1000"
"CSDAP1","CSDAP1","TAD_541"
"CSDE1","CSDE1","TAD_142"
"CSF1","CSF1","TAD_3678"
"CSF2","CSF2","TAD_643"
"CSGALNACT2","CSGALNACT2","TAD_1766"
"CSK","CSK","TAD_2440"
"CSMD2","CSMD2","TAD_1580"
"CSMD3","CSMD3","TAD_471"
"CSNK1A1P1","CSNK1A1P1","TAD_199"
"CSNK1E;LOC400927","CSNK1E;LOC400927","TAD_3474"
"CSNK1G2","CSNK1G2","TAD_3321"
"CSNK2A1","CSNK2A1","TAD_898"
"CSNK2A2","CSNK2A2","TAD_1288"
"CSNK2B","CSNK2B","TAD_3110"
"CSPP1","CSPP1","TAD_216"
"CSRNP1","CSRNP1","TAD_1688"
"CSRNP2","CSRNP2","TAD_911"
"CSRNP3","CSRNP3","TAD_1209"
"CSRP2","CSRP2","TAD_373"
"CSRP2BP","CSRP2BP","TAD_1733"
"CSTF3","CSTF3","TAD_1121"
"CTAGE10P","CTAGE10P","TAD_229"
"CTAGE5","CTAGE5","TAD_2825"
"CTBP1","CTBP1","TAD_3271"
"CTBS","CTBS","TAD_1825"
"CTC1","CTC1","TAD_617"
"CTCF","CTCF","TAD_1050"
"CTCFL","CTCFL","TAD_3003"
"CTDP1","CTDP1","TAD_3038"
"CTDSP1","CTDSP1","TAD_719"
"CTDSPL","CTDSPL","TAD_2739"
"CTF1","CTF1","TAD_1209"
"CTGF","CTGF","TAD_2122"
"CTH","CTH","TAD_261"
"CTHRC1","CTHRC1","TAD_81"
"CTNNA2","CTNNA2","TAD_286"
"CTNNBIP1","CTNNBIP1","TAD_2261"
"CTRC","CTRC","TAD_1668"
"CTRL;PSMB10","CTRL;PSMB10","TAD_3625"
"CTSA","CTSA","TAD_2085"
"CTSB","CTSB","TAD_3468"
"CTSD","CTSD","TAD_3486"
"CTSF","CTSF","TAD_251"
"CTSK","CTSK","TAD_533"
"CTSO","CTSO","TAD_2024"
"CTSS","CTSS","TAD_3485"
"CTSW","CTSW","TAD_3043"
"CTTNBP2NL;AX747733","CTTNBP2NL;AX747733","TAD_2272"
"CTU2","CTU2","TAD_1701"
"CUEDC1","CUEDC1","TAD_199"
"CUEDC2","CUEDC2","TAD_2866"
"CUL1","CUL1","TAD_1625"
"CUL4A","CUL4A","TAD_2252"
"CUL5","CUL5","TAD_52"
"CUL7","CUL7","TAD_541"
"CUTA","CUTA","TAD_850"
"CUZD1","CUZD1","TAD_517"
"CWC15","CWC15","TAD_1962"
"CWC22","CWC22","TAD_2206"
"CWC25","CWC25","TAD_1420"
"CWC27","CWC27","TAD_2217"
"CWF19L2","CWF19L2","TAD_1596"
"CX3CL1","CX3CL1","TAD_1264"
"CX3CR1","CX3CR1","TAD_1595"
"CXCL1","CXCL1","TAD_3149"
"CXCL16","CXCL16","TAD_218"
"CXCL2","CXCL2","TAD_210"
"CXCL3","CXCL3","TAD_2888"
"CXXC5","CXXC5","TAD_2994"
"CXorf23;BC046187","CXorf23;BC046187","TAD_1352"
"CXorf26","CXorf26","TAD_3676"
"CXorf38","CXorf38","TAD_3464"
"CXorf56","CXorf56","TAD_59"
"CXorf69","CXorf69","TAD_2181"
"CYB561","CYB561","TAD_2257"
"CYB561D1","CYB561D1","TAD_3364"
"CYB5A","CYB5A","TAD_3310"
"CYB5D1;AK125598","CYB5D1;AK125598","TAD_3413"
"CYB5R1","CYB5R1","TAD_372"
"CYB5R2","CYB5R2","TAD_2734"
"CYB5R4","CYB5R4","TAD_2989"
"CYB5RL","CYB5RL","TAD_2819"
"CYBASC3","CYBASC3","TAD_2424"
"CYC1","CYC1","TAD_1706"
"CYFIP2","CYFIP2","TAD_1261"
"CYGB","CYGB","TAD_3629"
"CYHR1","CYHR1","TAD_2392"
"CYP19A1;aromatase cytochrome P-450 (P-450AROM)","CYP19A1;aromatase cytochrome P-450 (P-450AROM)","TAD_2354"
"CYP1A1","CYP1A1","TAD_2013"
"CYP20A1","CYP20A1","TAD_97"
"CYP26B1","CYP26B1","TAD_351"
"CYP27A1","CYP27A1","TAD_2039"
"CYP27C1","CYP27C1","TAD_1626"
"CYP2S1","CYP2S1","TAD_1680"
"CYP2U1","CYP2U1","TAD_3535"
"CYP39A1","CYP39A1","TAD_2060"
"CYP3A43","CYP3A43","TAD_2320"
"CYP3A5","CYP3A5","TAD_849"
"CYP46A1","CYP46A1","TAD_1859"
"CYP51A1","CYP51A1","TAD_1284"
"CYTH2","CYTH2","TAD_3301"
"CYTH4","CYTH4","TAD_1420"
"D28359","D28359","TAD_3174"
"D2HGDH","D2HGDH","TAD_1107"
"D43770","D43770","TAD_606"
"D4S234E","D4S234E","TAD_2392"
"DACT3","DACT3","TAD_698"
"DAD1","DAD1","TAD_1757"
"DAGLA","DAGLA","TAD_2886"
"DAK","DAK","TAD_3456"
"DAP","DAP","TAD_2281"
"DAPK3;MIR637","DAPK3;MIR637","TAD_2776"
"DARS2","DARS2","TAD_150"
"DAZAP1","DAZAP1","TAD_1697"
"DAZAP2","DAZAP2","TAD_1983"
"DBF4","DBF4","TAD_2401"
"DBIL5P2","DBIL5P2","TAD_1458"
"DBN1","DBN1","TAD_713"
"DBNDD2","DBNDD2","TAD_3087"
"DBR1","DBR1","TAD_3533"
"DBT","DBT","TAD_1978"
"DCAF10","DCAF10","TAD_61"
"DCAF11","DCAF11","TAD_1204"
"DCAF12","DCAF12","TAD_1121"
"DCAF13","DCAF13","TAD_3676"
"DCAF15","DCAF15","TAD_480"
"DCAF6","DCAF6","TAD_1297"
"DCAF7;BC024682","DCAF7;BC024682","TAD_3013"
"DCAF8","DCAF8","TAD_1499"
"DCAKD","DCAKD","TAD_2472"
"DCBLD2","DCBLD2","TAD_431"
"DCK","DCK","TAD_1791"
"DCLRE1B","DCLRE1B","TAD_1927"
"DCLRE1C","DCLRE1C","TAD_1785"
"DCP1B","DCP1B","TAD_1112"
"DCST2","DCST2","TAD_970"
"DCT","DCT","TAD_1798"
"DCTN4","DCTN4","TAD_1151"
"DCUN1D1","DCUN1D1","TAD_3439"
"DCUN1D3","DCUN1D3","TAD_2695"
"DCXR","DCXR","TAD_2821"
"DDAH1","DDAH1","TAD_606"
"DDAH2","DDAH2","TAD_1311"
"DDB1","DDB1","TAD_3269"
"DDB2","DDB2","TAD_2272"
"DDHD1","DDHD1","TAD_2164"
"DDI2;RSC1A1","DDI2;RSC1A1","TAD_2765"
"DDIT4","DDIT4","TAD_2388"
"DDIT4L","DDIT4L","TAD_2844"
"DDN","DDN","TAD_2257"
"DDOST","DDOST","TAD_2437"
"DDR1","DDR1","TAD_1944"
"DDR2","DDR2","TAD_676"
"DDRGK1","DDRGK1","TAD_209"
"DDX17","DDX17","TAD_1917"
"DDX23","DDX23","TAD_679"
"DDX24","DDX24","TAD_1204"
"DDX26B","DDX26B","TAD_2238"
"DDX28","DDX28","TAD_1631"
"DDX31","DDX31","TAD_3535"
"DDX39A","DDX39A","TAD_3289"
"DDX46","DDX46","TAD_32"
"DDX50","DDX50","TAD_2738"
"DDX52","DDX52","TAD_2821"
"DDX54","DDX54","TAD_1484"
"DDX58","DDX58","TAD_2381"
"DDX6","DDX6","TAD_378"
"DDX60","DDX60","TAD_1649"
"DDX60L","DDX60L","TAD_1636"
"DEAF1","DEAF1","TAD_1200"
"DEDD","DEDD","TAD_727"
"DEDD2","DEDD2","TAD_513"
"DEGS1","DEGS1","TAD_2912"
"DEM1","DEM1","TAD_1689"
"DENND1A","DENND1A","TAD_378"
"DENND1B","DENND1B","TAD_678"
"DENND2A","DENND2A","TAD_178"
"DENND2C","DENND2C","TAD_3467"
"DENND2D","DENND2D","TAD_2093"
"DENND3","DENND3","TAD_149"
"DENND4A","DENND4A","TAD_3040"
"DENND4B","DENND4B","TAD_228"
"DENND5A","DENND5A","TAD_1794"
"DENR","DENR","TAD_727"
"DEPDC4","DEPDC4","TAD_911"
"DEPDC7","DEPDC7","TAD_1936"
"DERL1","DERL1","TAD_1103"
"DES","DES","TAD_2267"
"DET1","DET1","TAD_776"
"DFNA5","DFNA5","TAD_217"
"DGAT2","DGAT2","TAD_1309"
"DGCR11","DGCR11","TAD_3434"
"DGCR14","DGCR14","TAD_351"
"DGKA","DGKA","TAD_1937"
"DGKD","DGKD","TAD_2057"
"DGKE","DGKE","TAD_1732"
"DGKG","DGKG","TAD_2736"
"DGKQ","DGKQ","TAD_199"
"DGKZ","DGKZ","TAD_72"
"DGUOK","DGUOK","TAD_718"
"DHCR24","DHCR24","TAD_3135"
"DHDH","DHDH","TAD_171"
"DHFR","DHFR","TAD_2756"
"DHFRL1","DHFRL1","TAD_3329"
"DHRS1","DHRS1","TAD_1127"
"DHRS12","DHRS12","TAD_213"
"DHRS13","DHRS13","TAD_2142"
"DHRS7","DHRS7","TAD_2734"
"DHRS7B","DHRS7B","TAD_1428"
"DHTKD1","DHTKD1","TAD_47"
"DHX15","DHX15","TAD_566"
"DHX16","DHX16","TAD_2371"
"DHX29","DHX29","TAD_1199"
"DHX58","DHX58","TAD_1943"
"DIABLO","DIABLO","TAD_2057"
"DIAPH2","DIAPH2","TAD_1442"
"DICER1","DICER1","TAD_2556"
"DIO2","DIO2","TAD_81"
"DIO3","DIO3","TAD_1964"
"DIP2A","DIP2A","TAD_533"
"DIP2C","DIP2C","TAD_1648"
"DIRAS1","DIRAS1","TAD_2842"
"DIS3L2","DIS3L2","TAD_1648"
"DISC2","DISC2","TAD_3496"
"DISP2","DISP2","TAD_173"
"DIXDC1","DIXDC1","TAD_2990"
"DJ031130","DJ031130","TAD_1291"
"DJ031140","DJ031140","TAD_1206"
"DJ031150","DJ031150","TAD_2738"
"DJ439566;DJ439574","DJ439566;DJ439574","TAD_2428"
"DKC1","DKC1","TAD_1297"
"DKFZP564C196","DKFZP564C196","TAD_2900"
"DKFZP586I1420","DKFZP586I1420","TAD_3413"
"DKFZP686I15217","DKFZP686I15217","TAD_2749"
"DKFZp434J194","DKFZp434J194","TAD_1913"
"DKFZp451J181","DKFZp451J181","TAD_2224"
"DKFZp547A023","DKFZp547A023","TAD_2937"
"DKFZp686E10196","DKFZp686E10196","TAD_1494"
"DKFZp686H10114","DKFZp686H10114","TAD_3161"
"DKFZp686L08115","DKFZp686L08115","TAD_2202"
"DKFZp686N1150","DKFZp686N1150","TAD_2833"
"DKFZp686N1631","DKFZp686N1631","TAD_241"
"DKFZp686O1327","DKFZp686O1327","TAD_2191"
"DKFZp761E198","DKFZp761E198","TAD_1666"
"DKK2","DKK2","TAD_3678"
"DKK3","DKK3","TAD_3003"
"DKKL1","DKKL1","TAD_582"
"DL491750","DL491750","TAD_1326"
"DL492006","DL492006","TAD_2990"
"DL492557","DL492557","TAD_2833"
"DLAT","DLAT","TAD_3193"
"DLC1","DLC1","TAD_3319"
"DLEC1","DLEC1","TAD_1688"
"DLEU1","DLEU1","TAD_1484"
"DLEU2","DLEU2","TAD_2213"
