"","chrom","start","end"
"934","chr13",95079000,95776000
"935","chr13",95834000,96638000
"936","chr13",96639000,97607000
"937","chr13",97751000,98004000
"938","chr13",98044000,98457000
"939","chr13",98484000,99046000
"940","chr13",99128000,100269000
"941","chr13",100293000,101162000
"942","chr13",101251000,101755000
"943","chr13",101850000,103167000
"944","chr13",103238000,103463000
"945","chr13",103575000,107147000
"946","chr13",107276000,108735000
"947","chr13",108921000,109541000
"948","chr13",109602000,110752000
"949","chr13",110838000,111530000
"950","chr13",111571000,112305000
"951","chr13",112353000,112504000
"952","chr13",112543000,113102000
"953","chr13",113159000,113525000
"954","chr13",113558000,114099000
"955","chr13",114111000,114235000
"956","chr13",114246000,114636000
"957","chr13",114639000,115036000
"958","chr13",115106000,115169878
"959","chr14",0,19001000
"960","chr14",19117000,19191000
"961","chr14",19192000,19264000
"962","chr14",19269000,19436000
"963","chr14",19472000,19606000
"964","chr14",19607000,20169000
"965","chr14",20335000,20654000
"966","chr14",20822000,21388000
"967","chr14",21444000,21618000
"968","chr14",21727000,21937000
"969","chr14",22116000,22989000
"970","chr14",23030000,23349000
"971","chr14",23440000,23524000
"972","chr14",23568000,24018000
"973","chr14",24100000,24380000
"974","chr14",24541000,24890000
"975","chr14",25042000,25121000
"976","chr14",25245000,28315000
"977","chr14",28320000,30700000
"978","chr14",30752000,30979000
"979","chr14",31141000,31341000
"980","chr14",31439000,31862000
"981","chr14",32005000,32726000
"982","chr14",32747000,32998000
"983","chr14",33086000,34242000
"984","chr14",34338000,34958000
"985","chr14",35103000,35882000
"986","chr14",35921000,36269000
"987","chr14",36362000,37623000
"988","chr14",37740000,38388000
"989","chr14",38392000,39444000
"990","chr14",39581000,39870000
"991","chr14",39991000,45256000
"992","chr14",45402000,45707000
"993","chr14",45886000,49984000
"994","chr14",50126000,50268000
"995","chr14",50348000,50561000
"996","chr14",50633000,50782000
"997","chr14",50783000,51351000
"998","chr14",51436000,51695000
"999","chr14",51726000,52203000
"1000","chr14",52276000,54809000
"1001","chr14",54983000,55258000
"1002","chr14",55535000,55864000
"1003","chr14",55911000,56921000
"1004","chr14",56971000,57849000
"1005","chr14",57940000,58505000
"1006","chr14",58595000,58863000
"1007","chr14",58978000,59894000
"1008","chr14",60002000,61027000
"1009","chr14",61098000,61704000
"1010","chr14",61765000,62288000
"1011","chr14",62349000,62594000
"1012","chr14",62691000,63755000
"1013","chr14",63882000,64742000
"1014","chr14",64827000,65408000
"1015","chr14",65648000,67586000
"1016","chr14",67602000,67797000
"1017","chr14",67891000,68172000
"1018","chr14",68392000,69241000
"1019","chr14",69362000,69573000
"1020","chr14",69616000,69944000
"1021","chr14",70001000,70209000
"1022","chr14",70302000,71004000
"1023","chr14",71080000,71440000
"1024","chr14",71615000,72843000
"1025","chr14",72983000,73353000
"1026","chr14",73505000,73594000
"1027","chr14",73607000,74103000
"1028","chr14",74171000,74515000
"1029","chr14",74561000,75282000
"1030","chr14",75349000,75564000
"1031","chr14",75595000,75771000
"1032","chr14",75776000,76119000
"1033","chr14",76175000,76450000
"1034","chr14",76474000,77119000
"1035","chr14",77345000,77544000
"1036","chr14",77609000,81639000
"1037","chr14",81710000,81922000
"1038","chr14",82108000,88889000
"1039","chr14",88934000,89493000
"1040","chr14",89505000,90344000
"1041","chr14",90441000,90670000
"1042","chr14",90769000,91195000
"1043","chr14",91336000,91606000
"1044","chr14",91649000,91854000
"1045","chr14",91978000,92466000
"1046","chr14",92607000,93251000
"1047","chr14",93301000,93642000
"1048","chr14",93681000,94366000
"1049","chr14",94404000,95141000
"1050","chr14",95155000,95889000
"1051","chr14",95900000,95982000
"1052","chr14",96035000,96947000
"1053","chr14",97049000,99731000
"1054","chr14",99782000,99883000
"1055","chr14",99973000,100407000
"1056","chr14",100444000,100658000
"1057","chr14",100857000,102089000
"1058","chr14",102200000,102397000
"1059","chr14",102445000,102784000
"1060","chr14",102797000,103453000
"1061","chr14",103454000,103799000
"1062","chr14",104040000,104531000
"1063","chr14",104559000,105055000
"1064","chr14",105197000,105973000
"1065","chr14",106250000,106377000
"1066","chr14",106649000,107253000
"1067","chr14",107289000,107349540
"1068","chr15",0,20004000
"1069","chr15",20114000,20195000
"1070","chr15",20197000,20393000
"1071","chr15",20473000,20600000
"1072","chr15",20628000,20875000
"1073","chr15",20877000,21903000
"1074","chr15",21961000,22097000
"1075","chr15",22098000,22298000
"1076","chr15",22390000,22534000
"1077","chr15",22589000,22750000
"1078","chr15",22870000,23020000
"1079","chr15",23275000,23616000
"1080","chr15",23960000,24306000
"1081","chr15",24500000,24616000
"1082","chr15",24844000,25469000
"1083","chr15",25560000,25696000
"1084","chr15",25814000,28233000
"1085","chr15",28563000,28702000
"1086","chr15",28707000,28970000
"1087","chr15",29142000,29209000
"1088","chr15",29218000,29871000
"1089","chr15",29995000,30322000
"1090","chr15",30375000,30911000
"1091","chr15",31200000,31765000
"1092","chr15",32042000,32411000
"1093","chr15",32445000,32509000
"1094","chr15",32518000,32810000
"1095","chr15",32811000,32900000
"1096","chr15",32971000,33518000
"1097","chr15",33588000,33995000
"1098","chr15",34029000,34251000
"1099","chr15",34355000,34644000
"1100","chr15",34671000,34728000
"1101","chr15",34814000,34873000
"1102","chr15",34959000,35178000
"1103","chr15",35354000,38180000
"1104","chr15",38302000,39010000
"1105","chr15",39011000,40294000
"1106","chr15",40333000,40796000
"1107","chr15",40801000,41182000
"1108","chr15",41208000,41524000
"1109","chr15",41751000,42216000
"1110","chr15",42273000,42769000
"1111","chr15",42784000,42988000
"1112","chr15",43001000,43614000
"1113","chr15",43693000,43815000
"1114","chr15",44223000,44542000
"1115","chr15",44543000,44755000
"1116","chr15",44884000,45051000
"1117","chr15",45436000,45888000
"1118","chr15",46112000,48565000
"1119","chr15",48658000,49060000
"1120","chr15",49130000,49441000
"1121","chr15",49510000,50611000
"1122","chr15",50688000,51175000
"1123","chr15",51252000,51797000
"1124","chr15",51890000,52467000
"1125","chr15",52581000,52994000
"1126","chr15",53128000,55349000
"1127","chr15",55498000,58474000
"1128","chr15",58543000,59204000
"1129","chr15",59235000,59783000
"1130","chr15",59827000,59919000
"1131","chr15",60051000,60586000
"1132","chr15",60635000,60794000
"1133","chr15",60897000,61437000
"1134","chr15",61515000,62099000
"1135","chr15",62189000,62625000
"1136","chr15",62626000,63392000
"1137","chr15",63395000,63879000
"1138","chr15",63919000,64337000
"1139","chr15",64495000,64944000
"1140","chr15",65003000,65583000
"1141","chr15",65611000,66144000
"1142","chr15",66214000,66565000
"1143","chr15",66625000,66777000
"1144","chr15",66894000,67143000
"1145","chr15",67253000,67481000
"1146","chr15",67543000,68091000
"1147","chr15",68164000,68440000
"1148","chr15",68580000,69219000
"1149","chr15",69260000,69321000
"1150","chr15",69322000,69678000
"1151","chr15",69814000,71183000
"1152","chr15",71216000,71727000
"1153","chr15",71747000,72389000
"1154","chr15",72528000,72869000
"1155","chr15",73081000,73501000
"1156","chr15",73583000,74201000
"1157","chr15",74420000,74599000
"1158","chr15",74675000,75275000
"1159","chr15",75320000,75501000
"1160","chr15",75679000,75964000
"1161","chr15",76108000,77145000
"1162","chr15",77243000,77800000
"1163","chr15",77907000,78116000
"1164","chr15",78304000,78545000
"1165","chr15",78596000,78986000
"1166","chr15",79208000,79600000
"1167","chr15",79636000,81266000
"1168","chr15",81286000,82438000
"1169","chr15",82582000,83166000
"1170","chr15",83251000,83676000
"1171","chr15",83707000,84693000
"1172","chr15",84834000,84918000
"1173","chr15",84955000,85070000
"1174","chr15",85181000,85676000
"1175","chr15",85729000,85815000
"1176","chr15",85856000,86375000
"1177","chr15",86437000,88986000
"1178","chr15",89020000,89394000
"1179","chr15",89429000,89778000
"1180","chr15",89891000,90097000
"1181","chr15",90207000,90639000
"1182","chr15",90656000,90801000
"1183","chr15",90868000,91471000
"1184","chr15",91616000,93252000
"1185","chr15",93342000,93510000
"1186","chr15",93630000,94676000
"1187","chr15",94707000,96870000
"1188","chr15",96912000,98969000
"1189","chr15",99008000,99772000
"1190","chr15",99835000,100259000
"1191","chr15",100483000,101084000
"1192","chr15",101203000,101793000
"1193","chr15",101882000,102187000
"1194","chr15",102424000,102531392
"1195","chr16",0,83000
"1196","chr16",130000,399000
"1197","chr16",440000,565000
"1198","chr16",766000,845000
"1199","chr16",877000,1273000
"1200","chr16",1309000,1773000
"1201","chr16",1884000,1998000
"1202","chr16",2066000,2144000
"1203","chr16",2325000,2547000
"1204","chr16",2804000,2975000
"1205","chr16",3284000,3528000
"1206","chr16",3567000,4299000
"1207","chr16",4323000,4441000
"1208","chr16",4553000,4659000
"1209","chr16",4716000,5071000
"1210","chr16",5317000,6172000
"1211","chr16",6222000,6934000
"1212","chr16",7e+06,8531000
"1213","chr16",8687000,8952000
"1214","chr16",8977000,9166000
"1215","chr16",9293000,10292000
"1216","chr16",10343000,10580000
"1217","chr16",10618000,10993000
"1218","chr16",11091000,11444000
"1219","chr16",11501000,11914000
"1220","chr16",12040000,12127000
"1221","chr16",12197000,13922000
"1222","chr16",14039000,14707000
"1223","chr16",14782000,14872000
"1224","chr16",14873000,14953000
"1225","chr16",14954000,15048000
"1226","chr16",15194000,15255000
"1227","chr16",15256000,15321000
"1228","chr16",15364000,15477000
"1229","chr16",15547000,15770000
"1230","chr16",15867000,16220000
"1231","chr16",16305000,16655000
"1232","chr16",16746000,16856000
"1233","chr16",16904000,18132000
"1234","chr16",18168000,18264000
"1235","chr16",18308000,18591000
"1236","chr16",18633000,18743000
"1237","chr16",19009000,19506000
"1238","chr16",19604000,19880000
"1239","chr16",19938000,20393000
"1240","chr16",20827000,21291000
"1241","chr16",21390000,21514000
"1242","chr16",21601000,21713000
"1243","chr16",21741000,21829000
"1244","chr16",21840000,21948000
"1245","chr16",22004000,22188000
"1246","chr16",22225000,22300000
"1247","chr16",22442000,22563000
"1248","chr16",22654000,23065000
"1249","chr16",23163000,23427000
"1250","chr16",23776000,24489000
"1251","chr16",24595000,25235000
"1252","chr16",25313000,27091000
"1253","chr16",27192000,27434000
"1254","chr16",27614000,28098000
"1255","chr16",28348000,28430000
"1256","chr16",28431000,28483000
"1257","chr16",28499000,28595000
"1258","chr16",28648000,28822000
"1259","chr16",28872000,28963000
"1260","chr16",29366000,29584000
"1261","chr16",29722000,30025000
"1262","chr16",30200000,30328000
"1263","chr16",30444000,30628000
"1264","chr16",30761000,30926000
"1265","chr16",30987000,31179000
"1266","chr16",31231000,31457000
"1267","chr16",31565000,31911000
"1268","chr16",31998000,32051000
"1269","chr16",32052000,32180000
"1270","chr16",32182000,32345000
"1271","chr16",32525000,32642000
"1272","chr16",32655000,32817000
"1273","chr16",32819000,33363000
"1274","chr16",33435000,33625000
"1275","chr16",33632000,33818000
"1276","chr16",33880000,33997000
"1277","chr16",34021000,34175000
"1278","chr16",34222000,34701000
"1279","chr16",34782000,35135000
"1280","chr16",35283000,46412000
"1281","chr16",46721000,48184000
"1282","chr16",48309000,48625000
"1283","chr16",48743000,49368000
"1284","chr16",49457000,50368000
"1285","chr16",50386000,50810000
"1286","chr16",50920000,53041000
"1287","chr16",53092000,53532000
"1288","chr16",53568000,55844000
"1289","chr16",55914000,56334000
"1290","chr16",56501000,57551000
"1291","chr16",57597000,58530000
"1292","chr16",58544000,58719000
"1293","chr16",58913000,66278000
"1294","chr16",66419000,66889000
"1295","chr16",66972000,67204000
"1296","chr16",67284000,67494000
"1297","chr16",67548000,68258000
"1298","chr16",68285000,68541000
"1299","chr16",68577000,68883000
"1300","chr16",68884000,69151000
"1301","chr16",69207000,69314000
"1302","chr16",69441000,69652000
"1303","chr16",69832000,69944000
"1304","chr16",70384000,70694000
"1305","chr16",70695000,70800000
"1306","chr16",70869000,70977000
"1307","chr16",70980000,71037000
"1308","chr16",71038000,71202000
"1309","chr16",71247000,71647000
"1310","chr16",71670000,72014000
"1311","chr16",72163000,74292000
"1312","chr16",74490000,74565000
"1313","chr16",74738000,75143000
"1314","chr16",75243000,75451000
"1315","chr16",75492000,75670000
"1316","chr16",75718000,75800000
"1317","chr16",75821000,77186000
"1318","chr16",77276000,78118000
"1319","chr16",78298000,78453000
"1320","chr16",78491000,80898000
"1321","chr16",81082000,81371000
"1322","chr16",81413000,81759000
"1323","chr16",81821000,81927000
"1324","chr16",81930000,83815000
"1325","chr16",83971000,84514000
"1326","chr16",84552000,84763000
"1327","chr16",84783000,85038000
"1328","chr16",85143000,85651000
"1329","chr16",85703000,85772000
"1330","chr16",85856000,86529000
"1331","chr16",86632000,87306000
"1332","chr16",87457000,87789000
"1333","chr16",87813000,87890000
"1334","chr16",88323000,88695000
"1335","chr16",88735000,88878000
"1336","chr16",88883000,89234000
"1337","chr16",89397000,89546000
"1338","chr16",89793000,89943000
"1339","chr16",90155000,90243000
"1340","chr16",90244000,90354753
"1341","chr17",37000,581000
"1342","chr17",694000,886000
"1343","chr17",971000,1146000
"1344","chr17",1164000,1549000
"1345","chr17",1550000,1942000
"1346","chr17",1961000,2151000
"1347","chr17",2367000,2576000
"1348","chr17",2713000,2911000
"1349","chr17",3014000,3386000
"1350","chr17",3601000,4035000
"1351","chr17",4062000,4316000
"1352","chr17",4330000,4964000
"1353","chr17",5108000,5292000
"1354","chr17",5502000,6308000
"1355","chr17",6385000,6521000
"1356","chr17",6580000,6908000
"1357","chr17",6943000,7093000
"1358","chr17",7223000,7460000
"1359","chr17",7529000,7580000
"1360","chr17",7622000,7955000
"1361","chr17",8089000,8147000
"1362","chr17",8363000,8805000
"1363","chr17",8903000,9439000
"1364","chr17",9478000,9827000
"1365","chr17",9846000,10143000
"1366","chr17",10213000,10498000
"1367","chr17",10606000,10742000
"1368","chr17",10842000,11833000
"1369","chr17",11909000,12036000
"1370","chr17",12104000,12875000
"1371","chr17",12976000,14184000
"1372","chr17",14302000,15083000
"1373","chr17",15162000,15384000
"1374","chr17",15828000,15889000
"1375","chr17",16113000,16247000
"1376","chr17",16361000,16524000
"1377","chr17",16650000,16718000
"1378","chr17",16877000,17140000
"1379","chr17",17259000,17545000
"1380","chr17",17592000,17936000
"1381","chr17",18048000,18210000
"1382","chr17",18317000,18473000
"1383","chr17",18474000,18530000
"1384","chr17",18780000,18902000
"1385","chr17",18929000,19141000
"1386","chr17",19182000,20153000
"1387","chr17",20334000,20434000
"1388","chr17",20948000,21325000
"1389","chr17",21555000,21666000
"1390","chr17",21733000,22205000
"1391","chr17",22242000,25263000
"1392","chr17",25566000,25946000
"1393","chr17",26093000,26549000
"1394","chr17",26687000,26869000
"1395","chr17",27079000,27245000
"1396","chr17",27294000,27469000
"1397","chr17",27474000,27885000
"1398","chr17",27954000,28412000
"1399","chr17",28446000,28850000
"1400","chr17",29181000,29659000
"1401","chr17",29707000,30162000
"1402","chr17",30518000,30667000
"1403","chr17",30854000,31288000
"1404","chr17",31361000,32656000
"1405","chr17",32756000,33234000
"1406","chr17",33298000,33458000
"1407","chr17",33540000,33842000
"1408","chr17",33932000,34129000
"1409","chr17",34283000,34467000
"1410","chr17",34483000,34815000
"1411","chr17",35004000,35612000
"1412","chr17",35616000,35671000
"1413","chr17",35720000,36177000
"1414","chr17",36495000,36824000
"1415","chr17",36835000,37019000
"1416","chr17",37107000,37346000
"1417","chr17",37419000,37637000
"1418","chr17",37704000,38094000
"1419","chr17",38163000,38440000
"1420","chr17",38516000,38702000
"1421","chr17",38777000,39790000
"1422","chr17",39896000,40086000
"1423","chr17",40107000,40663000
"1424","chr17",40736000,41114000
"1425","chr17",41179000,41270000
"1426","chr17",41476000,41555000
"1427","chr17",41593000,41833000
"1428","chr17",41951000,42248000
"1429","chr17",42279000,42424000
"1430","chr17",42502000,42784000
"1431","chr17",42852000,43140000
"1432","chr17",43289000,43462000
"1433","chr17",43584000,43641000
"1434","chr17",43732000,44015000
"1435","chr17",44121000,44247000
"1436","chr17",44369000,44571000
"1437","chr17",44579000,44753000
"1438","chr17",44842000,45042000
"1439","chr17",45214000,45414000
"1440","chr17",45774000,46097000
"1441","chr17",46104000,46658000
"1442","chr17",46759000,48154000
"1443","chr17",48223000,48411000
"1444","chr17",48561000,48788000
"1445","chr17",48850000,49263000
"1446","chr17",49440000,52941000
"1447","chr17",53117000,53576000
"1448","chr17",53603000,54861000
"1449","chr17",54870000,55126000
"1450","chr17",55228000,55840000
"1451","chr17",55940000,56267000
"1452","chr17",56315000,56543000
"1453","chr17",56602000,56764000
"1454","chr17",56795000,57089000
"1455","chr17",57341000,57622000
"1456","chr17",57811000,57983000
"1457","chr17",58053000,58113000
"1458","chr17",58216000,58705000
"1459","chr17",58827000,59446000
"1460","chr17",59500000,60250000
"1461","chr17",60391000,60483000
"1462","chr17",60719000,61444000
"1463","chr17",61508000,61812000
"1464","chr17",62021000,62362000
"1465","chr17",62522000,62648000
"1466","chr17",63028000,63176000
"1467","chr17",63258000,64132000
"1468","chr17",64214000,64639000
"1469","chr17",64710000,65289000
"1470","chr17",65380000,65695000
"1471","chr17",65727000,65823000
"1472","chr17",65826000,65957000
"1473","chr17",66259000,66435000
"1474","chr17",66535000,66757000
"1475","chr17",66764000,67532000
"1476","chr17",67606000,68547000
"1477","chr17",68609000,70492000
"1478","chr17",70561000,70708000
"1479","chr17",70768000,71155000
"1480","chr17",71208000,71372000
"1481","chr17",71442000,72156000
"1482","chr17",72300000,73199000
"1483","chr17",73270000,73753000
"1484","chr17",73878000,74687000
"1485","chr17",74816000,75252000
"1486","chr17",75294000,75506000
"1487","chr17",75530000,76435000
"1488","chr17",76443000,76716000
"1489","chr17",76845000,76966000
"1490","chr17",77107000,77399000
"1491","chr17",77463000,77529000
"1492","chr17",77546000,77630000
"1493","chr17",77735000,77961000
"1494","chr17",78019000,78362000
"1495","chr17",78403000,78863000
"1496","chr17",78984000,79197000
"1497","chr17",79236000,79452000
"1498","chr17",79527000,79618000
"1499","chr17",79710000,80168000
"1500","chr17",80217000,80534000
"1501","chr17",80550000,81059000
"1502","chr18",303000,615000
"1503","chr18",639000,818000
"1504","chr18",886000,2515000
"1505","chr18",2685000,3210000
"1506","chr18",3306000,3662000
"1507","chr18",3722000,4026000
"1508","chr18",4162000,8569000
"1509","chr18",8667000,9903000
"1510","chr18",10021000,10529000
"1511","chr18",10657000,11582000
"1512","chr18",11681000,12040000
"1513","chr18",12398000,12644000
"1514","chr18",12726000,12933000
"1515","chr18",13026000,13106000
"1516","chr18",13203000,13769000
"1517","chr18",13841000,14055000
"1518","chr18",14412000,14536000
"1519","chr18",14829000,14902000
"1520","chr18",14997000,15053000
"1521","chr18",15117000,15184000
"1522","chr18",15409000,18511000
"1523","chr18",18570000,19168000
"1524","chr18",19188000,19421000
"1525","chr18",19476000,20314000
"1526","chr18",20389000,20978000
"1527","chr18",21092000,21710000
"1528","chr18",21745000,23447000
"1529","chr18",23537000,28429000
"1530","chr18",28591000,29661000
"1531","chr18",29752000,30125000
"1532","chr18",30199000,32801000
"1533","chr18",32804000,33531000
"1534","chr18",33608000,34386000
"1535","chr18",34522000,39399000
"1536","chr18",39755000,43042000
"1537","chr18",43262000,43642000
"1538","chr18",43725000,44495000
"1539","chr18",44588000,45263000
"1540","chr18",45345000,45531000
"1541","chr18",45561000,45981000
"1542","chr18",45994000,46186000
"1543","chr18",46216000,46940000
"1544","chr18",47047000,47401000
"1545","chr18",47403000,47896000
"1546","chr18",47980000,48313000
"1547","chr18",48334000,48588000
"1548","chr18",48657000,51628000
"1549","chr18",51676000,51899000
"1550","chr18",51963000,52242000
"1551","chr18",52253000,52322000
"1552","chr18",52348000,52652000
"1553","chr18",52722000,54156000
"1554","chr18",54439000,55149000
"1555","chr18",55320000,56175000
"1556","chr18",56186000,56399000
"1557","chr18",56462000,57661000
"1558","chr18",57685000,59172000
"1559","chr18",59236000,59784000
"1560","chr18",59856000,60617000
"1561","chr18",60690000,61174000
"1562","chr18",61175000,61609000
"1563","chr18",61754000,66271000
"1564","chr18",66323000,66412000
"1565","chr18",66465000,67716000
"1566","chr18",67856000,68091000
"1567","chr18",68249000,71646000
"1568","chr18",71806000,72221000
"1569","chr18",72376000,74038000
"1570","chr18",74136000,74414000
"1571","chr18",74538000,76745000
"1572","chr18",76802000,77024000
"1573","chr18",77140000,77437000
"1574","chr18",77438000,77980000
"1575","chr18",78015000,78077248
"1576","chr19",0,252000
"1577","chr19",320000,481000
"1578","chr19",578000,990000
"1579","chr19",1041000,1219000
"1580","chr19",1293000,1433000
"1581","chr19",1522000,1811000
"1582","chr19",1929000,2417000
"1583","chr19",2437000,2618000
"1584","chr19",2648000,2914000
"1585","chr19",2957000,3215000
"1586","chr19",3308000,3485000
"1587","chr19",3544000,3696000
"1588","chr19",3730000,3969000
"1589","chr19",4e+06,4202000
"1590","chr19",4270000,4390000
"1591","chr19",4549000,4663000
"1592","chr19",4733000,4793000
"1593","chr19",4816000,5031000
"1594","chr19",5055000,5532000
"1595","chr19",5797000,6503000
"1596","chr19",6513000,6861000
"1597","chr19",6914000,7003000
"1598","chr19",7115000,7396000
"1599","chr19",7449000,7877000
"1600","chr19",8024000,8309000
"1601","chr19",8416000,8631000
"1602","chr19",8902000,9201000
"1603","chr19",9282000,9889000
"1604","chr19",10028000,10208000
"1605","chr19",10235000,10498000
"1606","chr19",10602000,10789000
"1607","chr19",10847000,10921000
"1608","chr19",11060000,11191000
"1609","chr19",11370000,11609000
"1610","chr19",11761000,12638000
"1611","chr19",12845000,12991000
"1612","chr19",13090000,13248000
"1613","chr19",13301000,13373000
"1614","chr19",13387000,13950000
"1615","chr19",13992000,14228000
"1616","chr19",14259000,14556000
"1617","chr19",14713000,15181000
"1618","chr19",15213000,15664000
"1619","chr19",15726000,16308000
"1620","chr19",16322000,16533000
"1621","chr19",16619000,16728000
"1622","chr19",16826000,17155000
"1623","chr19",17182000,17376000
"1624","chr19",17458000,17948000
"1625","chr19",17990000,18509000
"1626","chr19",18591000,18974000
"1627","chr19",19030000,19110000
"1628","chr19",19150000,19598000
"1629","chr19",19661000,19748000
"1630","chr19",19824000,19880000
"1631","chr19",19951000,20960000
"1632","chr19",21097000,24568000
"1633","chr19",24599000,27732000
"1634","chr19",27781000,29651000
"1635","chr19",29670000,30090000
"1636","chr19",30096000,31135000
"1637","chr19",31204000,32636000
"1638","chr19",32781000,33064000
"1639","chr19",33097000,33441000
"1640","chr19",33485000,33686000
"1641","chr19",33689000,33899000
"1642","chr19",33944000,34243000
"1643","chr19",34288000,34636000
"1644","chr19",34682000,34850000
"1645","chr19",35052000,35436000
"1646","chr19",35537000,35733000
"1647","chr19",35801000,35997000
"1648","chr19",36018000,36603000
"1649","chr19",36830000,38316000
"1650","chr19",38414000,38674000
"1651","chr19",38727000,38869000
"1652","chr19",38893000,39382000
"1653","chr19",39459000,39826000
"1654","chr19",40060000,40364000
"1655","chr19",40403000,40734000
"1656","chr19",40792000,41108000
"1657","chr19",41175000,41287000
"1658","chr19",41434000,41605000
"1659","chr19",41692000,41832000
"1660","chr19",41954000,42287000
"1661","chr19",42394000,42558000
"1662","chr19",42607000,42880000
"1663","chr19",42980000,43056000
"1664","chr19",43395000,43573000
"1665","chr19",43948000,44278000
"1666","chr19",44374000,44932000
"1667","chr19",45085000,45348000
"1668","chr19",45467000,45825000
"1669","chr19",45941000,46150000
"1670","chr19",46417000,46507000
"1671","chr19",46527000,46776000
"1672","chr19",46786000,47018000
"1673","chr19",47103000,47237000
"1674","chr19",47268000,47503000
"1675","chr19",47563000,47720000
"1676","chr19",47810000,47906000
"1677","chr19",47947000,48193000
"1678","chr19",48407000,48463000
"1679","chr19",48485000,48742000
"1680","chr19",48826000,49088000
"1681","chr19",49164000,49477000
"1682","chr19",49597000,49946000
"1683","chr19",50011000,50074000
"1684","chr19",50098000,50154000
"1685","chr19",50202000,50346000
"1686","chr19",50458000,50515000
"1687","chr19",50692000,50815000
"1688","chr19",50870000,51592000
"1689","chr19",51678000,52274000
"1690","chr19",52327000,52802000
"1691","chr19",52840000,53018000
"1692","chr19",53047000,54217000
"1693","chr19",54348000,54583000
"1694","chr19",54808000,54895000
"1695","chr19",55034000,55199000
"1696","chr19",55276000,55346000
"1697","chr19",55689000,55972000
"1698","chr19",55990000,56120000
"1699","chr19",56300000,56811000
"1700","chr19",56930000,57613000
"1701","chr19",57720000,58394000
"1702","chr19",58449000,58680000
"1703","chr19",58738000,59025000
"1704","chr2",49000,1525000
"1705","chr2",1561000,1845000
"1706","chr2",1905000,3690000
"1707","chr2",3765000,3993000
"1708","chr2",4016000,6899000
"1709","chr2",7012000,7220000
"1710","chr2",7258000,8824000
"1711","chr2",8932000,9251000
"1712","chr2",9281000,9561000
"1713","chr2",9564000,9617000
"1714","chr2",9698000,10183000
"1715","chr2",10283000,10555000
"1716","chr2",10611000,10789000
"1717","chr2",10972000,11246000
"1718","chr2",11299000,11582000
"1719","chr2",11611000,11928000
"1720","chr2",11997000,13129000
"1721","chr2",13251000,15680000
"1722","chr2",15792000,19538000
"1723","chr2",19567000,20068000
"1724","chr2",20152000,20455000
"1725","chr2",20585000,20832000
"1726","chr2",20923000,23919000
"1727","chr2",24056000,24621000
"1728","chr2",24629000,25011000
"1729","chr2",25081000,26053000
"1730","chr2",26110000,26393000
"1731","chr2",26404000,26979000
"1732","chr2",27051000,27537000
"1733","chr2",27657000,27847000
"1734","chr2",27979000,28665000
"1735","chr2",28791000,29016000
"1736","chr2",29190000,29451000
"1737","chr2",29469000,30283000
"1738","chr2",30415000,30889000
"1739","chr2",30950000,32015000
"1740","chr2",32121000,33808000
"1741","chr2",33921000,36535000
"1742","chr2",36553000,38102000
"1743","chr2",38181000,38510000
"1744","chr2",38524000,39012000
"1745","chr2",39028000,39485000
"1746","chr2",39523000,39968000
"1747","chr2",40077000,40816000
"1748","chr2",40884000,41995000
"1749","chr2",42086000,42549000
"1750","chr2",42574000,42945000
"1751","chr2",43069000,43737000
"1752","chr2",43841000,44083000
"1753","chr2",44259000,44581000
"1754","chr2",44640000,45172000
"1755","chr2",45210000,45713000
"1756","chr2",45860000,46154000
"1757","chr2",46233000,47104000
"1758","chr2",47201000,47543000
"1759","chr2",47686000,47983000
"1760","chr2",48087000,48332000
"1761","chr2",48338000,48654000
"1762","chr2",48708000,48820000
"1763","chr2",48821000,50632000
"1764","chr2",50772000,53957000
"1765","chr2",54070000,54318000
"1766","chr2",54342000,55428000
"1767","chr2",55501000,55770000
"1768","chr2",55971000,56349000
"1769","chr2",56421000,57755000
"1770","chr2",57902000,60877000
"1771","chr2",60949000,62054000
"1772","chr2",62203000,62635000
"1773","chr2",62684000,63005000
"1774","chr2",63088000,63759000
"1775","chr2",63764000,64173000
"1776","chr2",64258000,65082000
"1777","chr2",65147000,65450000
"1778","chr2",65493000,65777000
"1779","chr2",65899000,68241000
"1780","chr2",68346000,68667000
"1781","chr2",68701000,69155000
"1782","chr2",69219000,69547000
"1783","chr2",69592000,70106000
"1784","chr2",70142000,70430000
"1785","chr2",70567000,71199000
"1786","chr2",71313000,71736000
"1787","chr2",71792000,73412000
"1788","chr2",73537000,73823000
"1789","chr2",74054000,74372000
"1790","chr2",74452000,74618000
"1791","chr2",74694000,74773000
"1792","chr2",74902000,75124000
"1793","chr2",75145000,75860000
"1794","chr2",76064000,84555000
"1795","chr2",84628000,84688000
"1796","chr2",84690000,85084000
"1797","chr2",85300000,85505000
"1798","chr2",85621000,85820000
"1799","chr2",85904000,86318000
"1800","chr2",86447000,86923000
"1801","chr2",87143000,87277000
"1802","chr2",87278000,87417000
"1803","chr2",87418000,87516000
"1804","chr2",87517000,87628000
"1805","chr2",87629000,87742000
"1806","chr2",87794000,88295000
"1807","chr2",88357000,88978000
"1808","chr2",89133000,89233000
"1809","chr2",89332000,89402000
"1810","chr2",89500000,89831000
"1811","chr2",89835000,89889000
"1812","chr2",89891000,89996000
"1813","chr2",90139000,90209000
