"","gene","TAD"
"COL25A1","COL25A1","TAD_581"
"COL27A1","COL27A1","TAD_2670"
"COL3A1","COL3A1","TAD_850"
"COL4A2","COL4A2","TAD_2838"
"COL4A3","COL4A3","TAD_2738"
"COL4A3BP","COL4A3BP","TAD_3489"
"COL4A4","COL4A4","TAD_2414"
"COL5A2","COL5A2","TAD_2022"
"COL6A2;DKFZp586E1322","COL6A2;DKFZp586E1322","TAD_3643"
"COL6A3","COL6A3","TAD_566"
"COL6A4P1","COL6A4P1","TAD_335"
"COL6A5","COL6A5","TAD_1140"
"COL6A6","COL6A6","TAD_2020"
"COL7A1","COL7A1","TAD_1444"
"COL8A1","COL8A1","TAD_727"
"COL9A1","COL9A1","TAD_3151"
"COL9A2","COL9A2","TAD_692"
"COLEC11","COLEC11","TAD_3437"
"COLEC12","COLEC12","TAD_2081"
"COMMD2","COMMD2","TAD_1914"
"COMMD3","COMMD3","TAD_3533"
"COMMD5","COMMD5","TAD_1770"
"COMMD6","COMMD6","TAD_2603"
"COMMD7","COMMD7","TAD_136"
"COMP","COMP","TAD_1606"
"COPA","COPA","TAD_1049"
"COPB1;PSMA1","COPB1;PSMA1","TAD_481"
"COPS5","COPS5","TAD_1603"
"COPS6","COPS6","TAD_242"
"COQ10A","COQ10A","TAD_207"
"COQ10B","COQ10B","TAD_685"
"COQ2","COQ2","TAD_1923"
"COQ3","COQ3","TAD_2532"
"COQ4","COQ4","TAD_1123"
"COQ5","COQ5","TAD_3485"
"COQ6","COQ6","TAD_2302"
"COQ9","COQ9","TAD_650"
"CORIN","CORIN","TAD_2144"
"CORO1B","CORO1B","TAD_860"
"CORO1C","CORO1C","TAD_287"
"CORO2A","CORO2A","TAD_524"
"CORO2B","CORO2B","TAD_3369"
"CORO7-PAM16;CORO7","CORO7-PAM16;CORO7","TAD_2548"
"COTL1","COTL1","TAD_944"
"COX10","COX10","TAD_2718"
"COX15","COX15","TAD_2194"
"COX16","COX16","TAD_654"
"COX17;AK095366","COX17;AK095366","TAD_775"
"COX19","COX19","TAD_1135"
"COX5A","COX5A","TAD_223"
"COX6A1","COX6A1","TAD_329"
"COX6B1","COX6B1","TAD_595"
"COX6C;DL491896","COX6C;DL491896","TAD_1388"
"COX7A2L","COX7A2L","TAD_2637"
"COX7B","COX7B","TAD_1380"
"COX7C","COX7C","TAD_653"
"COX8C","COX8C","TAD_2363"
"CP","CP","TAD_1656"
"CPA2","CPA2","TAD_3279"
"CPA4","CPA4","TAD_2194"
"CPA5","CPA5","TAD_3461"
"CPA6","CPA6","TAD_2261"
"CPAMD8","CPAMD8","TAD_1444"
"CPE","CPE","TAD_2892"
"CPEB2","CPEB2","TAD_3243"
"CPEB4","CPEB4","TAD_2738"
"CPLX1","CPLX1","TAD_1998"
"CPLX2;Hfb1","CPLX2;Hfb1","TAD_180"
"CPLX3","CPLX3","TAD_966"
"CPN1","CPN1","TAD_1681"
"CPNE1","CPNE1","TAD_2057"
"CPNE2","CPNE2","TAD_3412"
"CPNE8","CPNE8","TAD_1582"
"CPNE9","CPNE9","TAD_1117"
"CPO","CPO","TAD_1578"
"CPPED1","CPPED1","TAD_218"
"CPS1","CPS1","TAD_362"
"CPS1-IT1","CPS1-IT1","TAD_832"
"CPSF1;MIR939;MIR1234","CPSF1;MIR939;MIR1234","TAD_2345"
"CPSF4L","CPSF4L","TAD_3503"
"CPSF6","CPSF6","TAD_2808"
"CPT1A","CPT1A","TAD_2115"
"CPT1B","CPT1B","TAD_1742"
"CPVL","CPVL","TAD_1500"
"CPXM1","CPXM1","TAD_2964"
"CPXM2","CPXM2","TAD_2405"
"CR1L","CR1L","TAD_1062"
"CR627148","CR627148","TAD_2892"
"CR627394","CR627394","TAD_1325"
"CR749695;STARD7","CR749695;STARD7","TAD_565"
"CR933638","CR933638","TAD_180"
"CRABP2","CRABP2","TAD_1015"
"CRADD","CRADD","TAD_1360"
"CRB3","CRB3","TAD_354"
"CRBN","CRBN","TAD_1395"
"CRCP","CRCP","TAD_1609"
"CREB3","CREB3","TAD_1188"
"CREB3L1","CREB3L1","TAD_667"
"CREB3L2","CREB3L2","TAD_2113"
"CREB3L3","CREB3L3","TAD_1960"
"CREB5","CREB5","TAD_2354"
"CREBBP","CREBBP","TAD_52"
"CREBL2","CREBL2","TAD_2838"
"CREG1","CREG1","TAD_424"
"CRELD1","CRELD1","TAD_2954"
"CRELD2","CRELD2","TAD_1090"
"CREM","CREM","TAD_3313"
"CRHBP","CRHBP","TAD_966"
"CRHR1","CRHR1","TAD_2724"
"CRIM1","CRIM1","TAD_3329"
"CRIP1","CRIP1","TAD_1265"
"CRIP2","CRIP2","TAD_969"
"CRIP3","CRIP3","TAD_565"
"CRIPT","CRIPT","TAD_3681"
"CRISP1","CRISP1","TAD_760"
"CRISPLD1","CRISPLD1","TAD_3269"
"CRISPLD2","CRISPLD2","TAD_59"
"CRK","CRK","TAD_1619"
"CRKL;BC033281","CRKL;BC033281","TAD_2637"
"CRLS1","CRLS1","TAD_1440"
"CRNDE","CRNDE","TAD_199"
"CROCC","CROCC","TAD_2052"
"CROT","CROT","TAD_1381"
"CRSP8P","CRSP8P","TAD_676"
"CRTAC1","CRTAC1","TAD_1167"
"CRTAM","CRTAM","TAD_3079"
"CRTAP","CRTAP","TAD_2870"
"CRTC1","CRTC1","TAD_286"
"CRTC2","CRTC2","TAD_2213"
"CRTC3","CRTC3","TAD_2440"
"CRYAB","CRYAB","TAD_2045"
"CRYBA2","CRYBA2","TAD_1581"
"CRYBA4","CRYBA4","TAD_1082"
"CRYBB2P1","CRYBB2P1","TAD_271"
"CRYGA","CRYGA","TAD_3369"
"CRYGC","CRYGC","TAD_1222"
"CRYGN","CRYGN","TAD_2792"
"CRYGS","CRYGS","TAD_3144"
"CRYL1","CRYL1","TAD_1027"
"CRYM","CRYM","TAD_3688"
"CRYZ","CRYZ","TAD_676"
"CS","CS","TAD_2849"
"CS330190","CS330190","TAD_1057"
"CSDA","CSDA","TAD_1413"
"CSDAP1","CSDAP1","TAD_190"
"CSDE1","CSDE1","TAD_1947"
"CSF1R","CSF1R","TAD_1135"
"CSF2","CSF2","TAD_1057"
"CSGALNACT1","CSGALNACT1","TAD_487"
"CSK","CSK","TAD_2484"
"CSMD1","CSMD1","TAD_444"
"CSMD3","CSMD3","TAD_2136"
"CSNK1A1P1","CSNK1A1P1","TAD_2551"
"CSNK1E;LOC400927","CSNK1E;LOC400927","TAD_2208"
"CSNK1G2","CSNK1G2","TAD_3485"
"CSNK1G2-AS1","CSNK1G2-AS1","TAD_3108"
"CSNK1G3","CSNK1G3","TAD_1288"
"CSNK2A1","CSNK2A1","TAD_1930"
"CSNK2A2","CSNK2A2","TAD_313"
"CSPP1","CSPP1","TAD_2166"
"CSRNP1","CSRNP1","TAD_3178"
"CSRNP3","CSRNP3","TAD_1297"
"CSRP2","CSRP2","TAD_1124"
"CSRP2BP","CSRP2BP","TAD_3428"
"CSRP3","CSRP3","TAD_3269"
"CST3","CST3","TAD_419"
"CSTF2T","CSTF2T","TAD_1645"
"CSTF3","CSTF3","TAD_216"
"CT45A5","CT45A5","TAD_1198"
"CT62","CT62","TAD_543"
"CTAGE1","CTAGE1","TAD_1294"
"CTAGE15P","CTAGE15P","TAD_1419"
"CTAGE5","CTAGE5","TAD_1421"
"CTAGE7P","CTAGE7P","TAD_1428"
"CTAGE9","CTAGE9","TAD_1692"
"CTBP1","CTBP1","TAD_2274"
"CTBS","CTBS","TAD_79"
"CTCF","CTCF","TAD_2405"
"CTCFL","CTCFL","TAD_2781"
"CTDP1","CTDP1","TAD_3038"
"CTDSP1","CTDSP1","TAD_2093"
"CTDSP2","CTDSP2","TAD_2837"
"CTDSPL","CTDSPL","TAD_1859"
"CTDSPL2","CTDSPL2","TAD_2982"
"CTF1","CTF1","TAD_757"
"CTH","CTH","TAD_911"
"CTHRC1","CTHRC1","TAD_367"
"CTIF","CTIF","TAD_217"
"CTNNA1","CTNNA1","TAD_1702"
"CTNNA2","CTNNA2","TAD_142"
"CTPS2","CTPS2","TAD_3625"
"CTRC","CTRC","TAD_2196"
"CTSD","CTSD","TAD_1184"
"CTSH","CTSH","TAD_1662"
"CTSK","CTSK","TAD_1432"
"CTSL1","CTSL1","TAD_2058"
"CTSL2","CTSL2","TAD_624"
"CTSO","CTSO","TAD_2205"
"CTSS","CTSS","TAD_3148"
"CTSW","CTSW","TAD_830"
"CUEDC1","CUEDC1","TAD_3473"
"CUEDC2","CUEDC2","TAD_1003"
"CUL3","CUL3","TAD_1060"
"CUL4A","CUL4A","TAD_474"
"CUL4B","CUL4B","TAD_429"
"CUL5","CUL5","TAD_1750"
"CUL7","CUL7","TAD_1889"
"CUTA","CUTA","TAD_2863"
"CUX1","CUX1","TAD_1977"
"CUX2","CUX2","TAD_1123"
"CWC15","CWC15","TAD_2473"
"CWC22","CWC22","TAD_1140"
"CWC25","CWC25","TAD_3243"
"CWC27","CWC27","TAD_1978"
"CWF19L2","CWF19L2","TAD_300"
"CX3CR1","CX3CR1","TAD_417"
"CXADR","CXADR","TAD_2119"
"CXADRP2","CXADRP2","TAD_3329"
"CXCL1","CXCL1","TAD_1288"
"CXCL10","CXCL10","TAD_581"
"CXCL12;DKFZp547J0510","CXCL12;DKFZp547J0510","TAD_1793"
"CXCL14","CXCL14","TAD_2982"
"CXCL16","CXCL16","TAD_2454"
"CXCL5","CXCL5","TAD_1508"
"CXCR4","CXCR4","TAD_1962"
"CXCR5","CXCR5","TAD_3485"
"CXCR7;AK023507","CXCR7;AK023507","TAD_3174"
"CXXC1","CXXC1","TAD_1206"
"CXXC5","CXXC5","TAD_366"
"CXorf21","CXorf21","TAD_3533"
"CXorf23;BC046187","CXorf23;BC046187","TAD_764"
"CXorf36","CXorf36","TAD_2149"
"CXorf38","CXorf38","TAD_2191"
"CXorf41","CXorf41","TAD_3187"
"CXorf56","CXorf56","TAD_523"
"CXorf58","CXorf58","TAD_245"
"CXorf65","CXorf65","TAD_3489"
"CXorf69","CXorf69","TAD_1645"
"CYB561D1","CYB561D1","TAD_3629"
"CYB5A","CYB5A","TAD_2786"
"CYB5B","CYB5B","TAD_2272"
"CYB5D1;AK125598","CYB5D1;AK125598","TAD_1432"
"CYB5R1","CYB5R1","TAD_3453"
"CYB5R2","CYB5R2","TAD_3535"
"CYBB","CYBB","TAD_1345"
"CYBRD1","CYBRD1","TAD_719"
"CYC1","CYC1","TAD_2917"
"CYFIP1","CYFIP1","TAD_3369"
"CYGB","CYGB","TAD_555"
"CYHR1","CYHR1","TAD_1936"
"CYP11B1","CYP11B1","TAD_1117"
"CYP17A1","CYP17A1","TAD_1962"
"CYP19A1;aromatase cytochrome P-450 (P-450AROM)","CYP19A1;aromatase cytochrome P-450 (P-450AROM)","TAD_3317"
"CYP1A1","CYP1A1","TAD_1359"
"CYP1A2","CYP1A2","TAD_2664"
"CYP20A1","CYP20A1","TAD_22"
"CYP21A2","CYP21A2","TAD_758"
"CYP24A1","CYP24A1","TAD_1091"
"CYP26A1","CYP26A1","TAD_3547"
"CYP27A1","CYP27A1","TAD_1290"
"CYP27C1","CYP27C1","TAD_2602"
"CYP2A13","CYP2A13","TAD_2174"
"CYP2C18","CYP2C18","TAD_581"
"CYP2C8","CYP2C8","TAD_169"
"CYP2C9","CYP2C9","TAD_44"
"CYP2E1","CYP2E1","TAD_1484"
"CYP2R1","CYP2R1","TAD_2034"
"CYP2S1","CYP2S1","TAD_526"
"CYP2U1","CYP2U1","TAD_1557"
"CYP2W1","CYP2W1","TAD_1421"
"CYP39A1","CYP39A1","TAD_606"
"CYP3A4","CYP3A4","TAD_316"
"CYP3A43","CYP3A43","TAD_3629"
"CYP46A1","CYP46A1","TAD_710"
"CYP4F11","CYP4F11","TAD_3226"
"CYP4F12","CYP4F12","TAD_2907"
"CYP4F2","CYP4F2","TAD_1692"
"CYP4F22","CYP4F22","TAD_507"
"CYP4F3","CYP4F3","TAD_3535"
"CYP51A1","CYP51A1","TAD_2180"
"CYTH1","CYTH1","TAD_362"
"CYTH2","CYTH2","TAD_650"
"CYTH3","CYTH3","TAD_1135"
"CYTH4","CYTH4","TAD_1407"
"D28359","D28359","TAD_1499"
"D2HGDH","D2HGDH","TAD_1140"
"D4S234E","D4S234E","TAD_1448"
"DAAM1","DAAM1","TAD_276"
"DAAM2","DAAM2","TAD_1496"
"DAB1","DAB1","TAD_1681"
"DAB2","DAB2","TAD_1783"
"DACH1","DACH1","TAD_1645"
"DACT1","DACT1","TAD_1837"
"DAD1","DAD1","TAD_2737"
"DAGLA","DAGLA","TAD_2357"
"DAPK2","DAPK2","TAD_2635"
"DAPK3;MIR637","DAPK3;MIR637","TAD_764"
"DARC","DARC","TAD_2294"
"DARS2","DARS2","TAD_112"
"DAZAP1","DAZAP1","TAD_180"
"DAZAP2","DAZAP2","TAD_2267"
"DBIL5P2","DBIL5P2","TAD_769"
"DBN1","DBN1","TAD_2999"
"DBNDD2","DBNDD2","TAD_2504"
"DBT","DBT","TAD_1132"
"DCAF10","DCAF10","TAD_1582"
"DCAF11","DCAF11","TAD_341"
"DCAF12","DCAF12","TAD_2141"
"DCAF15","DCAF15","TAD_609"
"DCAF4L2","DCAF4L2","TAD_1685"
"DCAF5","DCAF5","TAD_1311"
"DCAF6","DCAF6","TAD_3410"
"DCAF8","DCAF8","TAD_3663"
"DCAF8L2","DCAF8L2","TAD_2060"
"DCAKD","DCAKD","TAD_93"
"DCBLD1","DCBLD1","TAD_2910"
"DCBLD2","DCBLD2","TAD_1169"
"DCC","DCC","TAD_1388"
"DCD","DCD","TAD_457"
"DCDC1","DCDC1","TAD_1963"
"DCDC2","DCDC2","TAD_3157"
"DCDC2B","DCDC2B","TAD_248"
"DCHS2","DCHS2","TAD_1987"
"DCK","DCK","TAD_1261"
"DCLK1","DCLK1","TAD_466"
"DCLK2","DCLK2","TAD_3467"
"DCLRE1A","DCLRE1A","TAD_1135"
"DCLRE1C","DCLRE1C","TAD_1394"
"DCN","DCN","TAD_3261"
"DCP1B","DCP1B","TAD_1703"
"DCT","DCT","TAD_1167"
"DCTD","DCTD","TAD_3349"
"DCUN1D3","DCUN1D3","TAD_3047"
"DCXR","DCXR","TAD_581"
"DD157417","DD157417","TAD_2912"
"DDAH1","DDAH1","TAD_1530"
"DDAH2","DDAH2","TAD_2237"
"DDB1","DDB1","TAD_3645"
"DDC","DDC","TAD_3270"
"DDHD1","DDHD1","TAD_2819"
"DDHD2","DDHD2","TAD_1123"
"DDIT4","DDIT4","TAD_1184"
"DDN","DDN","TAD_13"
"DDOST","DDOST","TAD_3307"
"DDR1","DDR1","TAD_2566"
"DDR2","DDR2","TAD_231"
"DDRGK1","DDRGK1","TAD_449"
"DDX12P","DDX12P","TAD_3269"
"DDX23","DDX23","TAD_3489"
"DDX24","DDX24","TAD_3364"
"DDX26B","DDX26B","TAD_2768"
"DDX31","DDX31","TAD_910"
"DDX3Y","DDX3Y","TAD_525"
"DDX4","DDX4","TAD_199"
"DDX43","DDX43","TAD_2033"
"DDX46","DDX46","TAD_2466"
"DDX49","DDX49","TAD_1084"
"DDX50","DDX50","TAD_1251"
"DDX52","DDX52","TAD_3378"
"DDX53","DDX53","TAD_3096"
"DDX54","DDX54","TAD_83"
"DDX58","DDX58","TAD_2570"
"DDX60","DDX60","TAD_972"
"DDX60L","DDX60L","TAD_2281"
"DEAF1","DEAF1","TAD_593"
"DECR2","DECR2","TAD_220"
"DEDD","DEDD","TAD_2153"
"DEDD2","DEDD2","TAD_3538"
"DEFB1","DEFB1","TAD_1266"
"DEFB126","DEFB126","TAD_650"
"DEGS1","DEGS1","TAD_2252"
"DENND1A","DENND1A","TAD_589"
"DENND1B","DENND1B","TAD_1293"
"DENND2A","DENND2A","TAD_2212"
"DENND2C","DENND2C","TAD_471"
"DENND2D","DENND2D","TAD_473"
"DENND4A","DENND4A","TAD_473"
"DENND4B","DENND4B","TAD_2425"
"DENND4C","DENND4C","TAD_524"
"DENND5A","DENND5A","TAD_1574"
"DENND5B","DENND5B","TAD_2724"
"DENR","DENR","TAD_1625"
"DEPDC4","DEPDC4","TAD_1995"
"DEPDC5","DEPDC5","TAD_211"
"DEPDC7","DEPDC7","TAD_1703"
"DFNA5","DFNA5","TAD_3234"
"DGAT2L6","DGAT2L6","TAD_1619"
"DGCR8;MIR3618","DGCR8;MIR3618","TAD_1503"
"DGKA","DGKA","TAD_1135"
"DGKB","DGKB","TAD_2490"
"DGKD","DGKD","TAD_1493"
"DGKH","DGKH","TAD_902"
"DGKI","DGKI","TAD_3440"
"DGKZ","DGKZ","TAD_2819"
"DGUOK","DGUOK","TAD_1648"
"DHCR24","DHCR24","TAD_1535"
"DHFR","DHFR","TAD_590"
"DHFRL1","DHFRL1","TAD_1294"
"DHH","DHH","TAD_3676"
"DHRS1","DHRS1","TAD_2281"
"DHRS13","DHRS13","TAD_1936"
"DHRS3","DHRS3","TAD_1052"
"DHRS7","DHRS7","TAD_969"
"DHRS7B","DHRS7B","TAD_1184"
"DHRS9","DHRS9","TAD_670"
"DHTKD1","DHTKD1","TAD_3110"
"DHX16","DHX16","TAD_1617"
"DHX29","DHX29","TAD_926"
"DHX34","DHX34","TAD_2130"
"DIABLO","DIABLO","TAD_458"
"DIAPH1","DIAPH1","TAD_199"
"DIAPH2","DIAPH2","TAD_1837"
"DIAPH3","DIAPH3","TAD_1440"
"DIO2","DIO2","TAD_1326"
"DIO3AS;DIO3OS;MIR1247","DIO3AS;DIO3OS;MIR1247","TAD_3437"
"DIP2B","DIP2B","TAD_3178"
"DIP2C","DIP2C","TAD_3137"
"DIRAS1","DIRAS1","TAD_713"
"DIRC2","DIRC2","TAD_1962"
"DIRC3","DIRC3","TAD_1619"
"DIS3L2","DIS3L2","TAD_1630"
"DISC2","DISC2","TAD_3140"
"DISP1","DISP1","TAD_75"
"DISP2","DISP2","TAD_1646"
"DJ031132","DJ031132","TAD_1693"
"DJ031140","DJ031140","TAD_985"
"DKC1","DKC1","TAD_429"
"DKFZP434I0714","DKFZP434I0714","TAD_2159"
"DKFZP564C196","DKFZP564C196","TAD_3413"
"DKFZP586I1420","DKFZP586I1420","TAD_501"
"DKFZP686I15217","DKFZP686I15217","TAD_1701"
"DKFZp434J0226","DKFZp434J0226","TAD_1626"
"DKFZp434J194","DKFZp434J194","TAD_3243"
"DKFZp434K1323","DKFZp434K1323","TAD_407"
"DKFZp434L187","DKFZp434L187","TAD_849"
"DKFZp451A185","DKFZp451A185","TAD_459"
"DKFZp451J181","DKFZp451J181","TAD_3111"
"DKFZp547A023","DKFZp547A023","TAD_3313"
"DKFZp686E10196","DKFZp686E10196","TAD_286"
"DKFZp686G1344","DKFZp686G1344","TAD_1645"
"DKFZp686G21125","DKFZp686G21125","TAD_2672"
"DKFZp686H10114","DKFZp686H10114","TAD_2829"
"DKFZp686K1684","DKFZp686K1684","TAD_584"
"DKFZp686L08115","DKFZp686L08115","TAD_1553"
"DKFZp686N1150","DKFZp686N1150","TAD_1184"
"DKFZp686N1631","DKFZp686N1631","TAD_3175"
"DKFZp761D112","DKFZp761D112","TAD_847"
"DKFZp761E198","DKFZp761E198","TAD_1084"
"DKK3","DKK3","TAD_565"
"DKKL1","DKKL1","TAD_2432"
"DL489896","DL489896","TAD_1720"
"DL491209","DL491209","TAD_1200"
"DL491750","DL491750","TAD_1672"
"DL492006","DL492006","TAD_2980"
"DL492557","DL492557","TAD_1619"
"DL492607","DL492607","TAD_2180"
"DLAT","DLAT","TAD_670"
"DLC1","DLC1","TAD_2901"
"DLEC1","DLEC1","TAD_1734"
"DLEU1","DLEU1","TAD_1057"
"DLEU2","DLEU2","TAD_3359"
"DLG1","DLG1","TAD_2838"
"DLG2","DLG2","TAD_3269"
"DLG3","DLG3","TAD_2842"
"DLGAP3","DLGAP3","TAD_3331"
"DLGAP4","DLGAP4","TAD_2316"
"DLGAP5","DLGAP5","TAD_1659"
"DLL1","DLL1","TAD_721"
"DLL4","DLL4","TAD_1188"
"DLX1","DLX1","TAD_1619"
"DLX3","DLX3","TAD_361"
"DLX6","DLX6","TAD_2324"
"DM074112","DM074112","TAD_723"
"DMAP1","DMAP1","TAD_1484"
"DMBT1","DMBT1","TAD_1265"
"DMD","DMD","TAD_713"
"DMGDH","DMGDH","TAD_940"
"DMKN","DMKN","TAD_210"
"DMP1","DMP1","TAD_215"
"DMRT1","DMRT1","TAD_2274"
"DMRTA1","DMRTA1","TAD_515"
"DMTF1","DMTF1","TAD_525"
"DMXL1","DMXL1","TAD_339"
"DMXL2","DMXL2","TAD_2831"
"DNAAF1","DNAAF1","TAD_1951"
"DNAH1","DNAH1","TAD_3122"
"DNAH10","DNAH10","TAD_2122"
"DNAH11","DNAH11","TAD_3625"
"DNAH12","DNAH12","TAD_482"
"DNAH14","DNAH14","TAD_61"
"DNAH17","DNAH17","TAD_2191"
"DNAH5","DNAH5","TAD_525"
"DNAH7","DNAH7","TAD_2836"
"DNAI1","DNAI1","TAD_1040"
"DNAJA2","DNAJA2","TAD_969"
"DNAJB14","DNAJB14","TAD_3525"
"DNAJB5","DNAJB5","TAD_995"
"DNAJB6","DNAJB6","TAD_966"
"DNAJC1","DNAJC1","TAD_2804"
"DNAJC14","DNAJC14","TAD_2474"
"DNAJC15","DNAJC15","TAD_1606"
"DNAJC17","DNAJC17","TAD_1168"
"DNAJC18","DNAJC18","TAD_2136"
"DNAJC19","DNAJC19","TAD_2584"
"DNAJC22","DNAJC22","TAD_1407"
"DNAJC24","DNAJC24","TAD_3530"
"DNAJC25","DNAJC25","TAD_524"
"DNAJC27","DNAJC27","TAD_1682"
"DNAJC27-AS1","DNAJC27-AS1","TAD_240"
"DNAJC3","DNAJC3","TAD_1183"
"DNAJC30","DNAJC30","TAD_570"
"DNAJC5","DNAJC5","TAD_119"
"DNAJC5G","DNAJC5G","TAD_974"
"DNAJC6","DNAJC6","TAD_2093"
"DNAJC7","DNAJC7","TAD_725"
"DNAL4","DNAL4","TAD_1930"
"DNALI1","DNALI1","TAD_1009"
"DNASE1","DNASE1","TAD_2212"
"DNASE2","DNASE2","TAD_3676"
"DNASE2B","DNASE2B","TAD_1574"
"DND1","DND1","TAD_1681"
"DNER","DNER","TAD_2432"
"DNHD1","DNHD1","TAD_2912"
"DNM3","DNM3","TAD_36"
"DNMT1","DNMT1","TAD_2728"
"DNMT3A","DNMT3A","TAD_173"
"DNMT3B","DNMT3B","TAD_943"
"DNMT3L","DNMT3L","TAD_1668"
"DNPEP","DNPEP","TAD_3261"
"DNTT","DNTT","TAD_1569"
"DOC2A","DOC2A","TAD_1617"
"DOCK10","DOCK10","TAD_1704"
"DOCK11","DOCK11","TAD_1529"
"DOCK8","DOCK8","TAD_1421"
"DOCK9","DOCK9","TAD_1688"
"DOK2","DOK2","TAD_1057"
"DOK4","DOK4","TAD_1218"
"DOK5","DOK5","TAD_2376"
"DOK7","DOK7","TAD_8"
"DOLK","DOLK","TAD_1109"
"DOT1L","DOT1L","TAD_1423"
"DPCD","DPCD","TAD_2040"
"DPCR1","DPCR1","TAD_1410"
"DPEP3","DPEP3","TAD_1595"
"DPF3","DPF3","TAD_787"
"DPH1","DPH1","TAD_1850"
"DPH2","DPH2","TAD_1135"
"DPM3","DPM3","TAD_798"
"DPP3","DPP3","TAD_3533"
"DPP4","DPP4","TAD_1535"
"DPP7","DPP7","TAD_2480"
"DPP8","DPP8","TAD_570"
"DPRXP4","DPRXP4","TAD_2856"
"DPT","DPT","TAD_137"
"DPY19L3","DPY19L3","TAD_1017"
"DPY19L4","DPY19L4","TAD_2703"
"DPY30","DPY30","TAD_1218"
"DPYD","DPYD","TAD_112"
"DPYS","DPYS","TAD_462"
"DPYSL2","DPYSL2","TAD_3395"
"DPYSL3","DPYSL3","TAD_1618"
"DQ266889","DQ266889","TAD_2585"
"DQ570835","DQ570835","TAD_555"
"DQ571165","DQ571165","TAD_1585"
"DQ571524","DQ571524","TAD_2316"
"DQ571864","DQ571864","TAD_1870"
"DQ571874","DQ571874","TAD_2792"
"DQ571917","DQ571917","TAD_111"
"DQ572382","DQ572382","TAD_3369"
"DQ572964","DQ572964","TAD_3474"
"DQ573015","DQ573015","TAD_1217"
"DQ573567;DQ570912","DQ573567;DQ570912","TAD_3269"
"DQ573668","DQ573668","TAD_769"
"DQ573949","DQ573949","TAD_1049"
"DQ574852","DQ574852","TAD_3353"
"DQ576106","DQ576106","TAD_3165"
"DQ576178","DQ576178","TAD_709"
"DQ576756","DQ576756","TAD_2734"
"DQ576800","DQ576800","TAD_1251"
"DQ576994","DQ576994","TAD_2228"
"DQ577084","DQ577084","TAD_2673"
"DQ577118","DQ577118","TAD_339"
"DQ577420","DQ577420","TAD_1962"
"DQ577731","DQ577731","TAD_1008"
"DQ578824","DQ578824","TAD_1648"
"DQ579268","DQ579268","TAD_303"
"DQ580039","DQ580039","TAD_2584"
"DQ582265","DQ582265","TAD_1798"
"DQ582841","DQ582841","TAD_932"
"DQ583960","DQ583960","TAD_662"
"DQ584158","DQ584158","TAD_3415"
"DQ584694","DQ584694","TAD_1996"
"DQ584699","DQ584699","TAD_1140"
"DQ586576","DQ586576","TAD_3308"
"DQ586608","DQ586608","TAD_2392"
"DQ586951","DQ586951","TAD_1000"
"DQ587039;AK308439","DQ587039;AK308439","TAD_793"
"DQ588075","DQ588075","TAD_760"
"DQ588732","DQ588732","TAD_2748"
"DQ588877","DQ588877","TAD_791"
"DQ589555","DQ589555","TAD_1099"
"DQ590295","DQ590295","TAD_3688"
"DQ590492","DQ590492","TAD_3530"
"DQ591572","DQ591572","TAD_1445"
"DQ591995","DQ591995","TAD_2346"
"DQ593233","DQ593233","TAD_3179"
"DQ593252","DQ593252","TAD_1791"
"DQ594798","DQ594798","TAD_343"
"DQ595103","DQ595103","TAD_2001"
"DQ596206","DQ596206","TAD_2825"
"DQ597485","DQ597485","TAD_1290"
"DQ597487","DQ597487","TAD_625"
"DQ598910","DQ598910","TAD_643"
"DQ599242","DQ599242","TAD_3688"
"DQ601812","DQ601812","TAD_3179"
"DQ656008","DQ656008","TAD_861"
"DQ786293","DQ786293","TAD_341"
"DQ786304","DQ786304","TAD_512"
"DQX1","DQX1","TAD_1204"
"DR1","DR1","TAD_1584"
"DRAM1","DRAM1","TAD_3159"
"DRAM2","DRAM2","TAD_586"
"DRAP1","DRAP1","TAD_215"
"DRD2","DRD2","TAD_240"
"DRD4","DRD4","TAD_1951"
"DROSHA","DROSHA","TAD_2838"
"DSC1","DSC1","TAD_1161"
"DSCAM","DSCAM","TAD_3413"
"DSCAML1","DSCAML1","TAD_2191"
"DSG2","DSG2","TAD_2684"
"DSG3","DSG3","TAD_468"
"DSN1","DSN1","TAD_2181"
"DSP","DSP","TAD_600"
"DST","DST","TAD_2388"
"DSTN","DSTN","TAD_3021"
"DSTYK","DSTYK","TAD_1859"
"DTHD1","DTHD1","TAD_3535"
"DTNA","DTNA","TAD_530"
"DTNB","DTNB","TAD_3145"
"DTNBP1","DTNBP1","TAD_1825"
"DTWD1","DTWD1","TAD_2742"
"DTX1","DTX1","TAD_3684"
"DTX2","DTX2","TAD_2586"
"DTX3L","DTX3L","TAD_565"
"DTX4","DTX4","TAD_242"
"DTYMK;AK126180","DTYMK;AK126180","TAD_1690"
"DUS1L","DUS1L","TAD_2055"
"DUS2L","DUS2L","TAD_3574"
"DUS4L","DUS4L","TAD_2401"
"DUSP10","DUSP10","TAD_3574"
"DUSP13","DUSP13","TAD_226"
"DUSP15","DUSP15","TAD_1786"
"DUSP16","DUSP16","TAD_2094"
"DUSP18","DUSP18","TAD_2081"
"DUSP19","DUSP19","TAD_2191"
"DUSP1;AK316321","DUSP1;AK316321","TAD_1535"
"DUSP23","DUSP23","TAD_3369"
